id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,scf_converged,ionic_converged,n_ionic_steps,n_elec_last,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,vbm_kpt_index,cbm_kpt_index,vbm_kx,vbm_ky,vbm_kz,cbm_kx,cbm_ky,cbm_kz,extract_status,functional
794,shear_yz_g0.055/1-GGA-PBE,shear,0.055,0.055,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.592539909113172,2.5241567308523125,2.52225,58.190174735322074,59.12290240992117,59.0505960309997,1.519581136942907,-18.1229731,-9.06148655,0.005356605460366951,-0.00194854567702335,-0.00194854567702335,-0.00044194002769631924,-5.447197917396408e-17,0.027392829987763767,-2.259769022175132e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,-8.233400717136658e-17,0.9980495521996657,0.05489272537098169,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.004339031381743019,0.0007511237549327246,-0.028598428796409767,-0.0019485456770233466,0.0262079430916901,-2.232259,-2.70287,-4.728356,-4.000000000000001e-06,31.127219000000004,-4.000000000000001e-06,-3.2211616666666667,53.96284436780036,-34.859302747009906,-2.232259000001079,27.428076747010998,True,True,3.0,4.0,4.876742999999999,9.124162,14.000905,9.1667,False,0,167,0.0,0.0,0.0,-2.096868e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
796,shear_yz_g0.060/1-GGA-PBE,shear,0.06,0.06,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.5990192202756988,2.5245190044070775,2.52225,58.02672504756376,59.04631713093211,58.960562066734184,1.5173706213237366,-18.11144726,-9.05572363,0.006366508093571797,-0.00194854567702335,-0.001948545677023461,-0.00015556044146064485,9.309004544807135e-19,0.02988308725937859,8.589702080610933e-19,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.059882973131979905,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.004052651795507456,0.000894070502836617,-0.030948584683585564,-0.00194854567702335,0.028844478565101455,-2.251338,-2.81166,-5.223069000000001,-5e-06,33.952631000000004,-5e-06,-3.4286890000000003,58.87124489162173,-37.99139686537403,-2.2513380000015566,29.95666786537557,True,True,3.0,4.0,4.788854000000001,9.133528,13.922382,9.1784,False,0,167,0.0,0.0,0.0,-9.776006e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
798,shear_yz_g0.065/1-GGA-PBE,shear,0.065,0.065,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.6055129395201693,2.5249127210548354,2.52225,57.86347903413725,58.97024236593547,58.86994576511483,1.5151707826457743,-18.09890447,-9.049452235,0.007465516638609043,-0.00194854567702335,-0.001948545677023461,0.00015572171749123065,9.309004544807135e-19,0.03237334453099347,9.30551058732849e-19,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.06487322089297823,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.0037413696365555804,0.001049509416544944,-0.03328684917100065,-0.00194854567702335,0.03149402521146841,-2.27313,-2.931485,-5.762575,-6e-06,36.778557,-6.999999999999999e-06,-3.65573,63.7832198086462,-41.152817896053456,-2.2731300000024035,32.45875789605584,True,True,3.0,4.0,4.699243000000001,9.143313,13.842556,9.3179,False,0,167,0.0,0.0,0.0,2.118329e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
800,shear_yz_g0.070/1-GGA-PBE,shear,0.07,0.07,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.612020959387219,2.525337866089036,2.52225,57.70044213053141,58.89467477252325,58.77875593319091,1.5129804356553846,-18.08538797,-9.042693985,0.008649842374669385,-0.00194854567702335,-0.001948545677023461,0.0004919064491591962,9.309004544807135e-19,0.03486360180260835,1.0021319094046079e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.06986346865397655,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.003405184904887615,0.001217455999510899,-0.03561326883699799,-0.00194854567702335,0.03415662960913373,-2.303075,-3.064291,-6.346618,6e-06,39.587063,6e-06,-3.9046613333333333,68.66773879385676,-44.326521807679896,-2.3030750000019324,34.91561280768185,True,True,3.0,5.0,4.60826,9.153492,13.761752,9.3295,False,0,167,0.0,0.0,0.0,3.185501e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
802,shear_yz_g0.075/1-GGA-PBE,shear,0.075,0.075,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.6185431732503064,2.525794423639478,2.52225,57.53761976058178,58.81961101892852,58.68700135812766,1.5107990277578167,-18.07087109,-9.035435545,0.009921822146895638,-0.00194854567702335,-0.00194854567702335,0.0008529937535434184,-2.6770539359741683e-17,0.03735385907422329,-1.003895225990314e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,-2.6822855940108752e-17,0.9980495521996657,0.07485371641497499,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0030440976005032816,0.0013979269954639405,-0.03792789024102207,-0.00194854567702335,0.03683233831754214,-2.329533,-3.200003,-6.9690650000000005,6.999999999999999e-06,42.408266,5e-06,-4.166200333333333,73.57735709551122,-47.534651576005835,-2.3295330000017955,37.3655835760076,True,True,3.0,5.0,4.516187,9.164053,13.68024,9.3409,False,0,167,0.0,0.0,0.0,-1.227915e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
804,shear_yz_g0.080/1-GGA-PBE,shear,0.08,0.08,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.6250794753111766,2.5262823766752605,2.52225,57.37501733567575,58.745047784324356,58.59469080613024,1.5086290260168473,-18.05534654,-9.02767327,0.011282094710485033,-0.00194854567702335,-0.001948545677023461,0.0012389836306436752,9.309004544807135e-19,0.039844116345838114,1.1452936107481225e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.0798439641759732,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.002658107723403136,0.0015909403884097628,-0.04023075992217736,-0.00194854567702335,0.03952119787579759,-2.357609,-3.3444580000000004,-7.635885,6e-06,45.230948,5e-06,-4.445984,78.49293712191529,-50.77198620969098,-2.357609000001439,39.791643209692396,True,True,3.0,5.0,4.423140999999999,9.17507,13.598211,9.3522,False,0,167,0.0,0.0,0.0,-1.857603e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
806,shear_yz_g0.085/1-GGA-PBE,shear,0.085,0.085,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.6316297605952825,2.526801707007949,2.52225,57.21264025396062,58.67098175911262,58.5018330213824,1.5064704110536224,-18.03883317,-9.019416585,0.012729008414482573,-0.00194854567702335,-0.00194854567702335,0.0016498760804601886,-2.6770539359741683e-17,0.04233437361745305,-1.137747922789023e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,-2.6822855940108752e-17,0.9980495521996657,0.08483421193697163,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0022472152735865114,0.0017965154026303484,-0.04252192439778904,-0.00194854567702335,0.04222325480122588,-2.386208,-3.4966410000000003,-8.344189,6e-06,48.051123000000004,5e-06,-4.742346,83.40770902627436,-54.03262864647656,-2.3862080000013535,42.191798646477935,True,True,3.0,5.0,4.329277999999999,9.186552,13.51583,9.3632,False,0,167,0.0,0.0,0.0,1.474288e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
808,shear_yz_g0.090/1-GGA-PBE,shear,0.09,0.09,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.638193924947165,2.527352395294951,2.52225,57.050493899555256,58.597409645202816,58.40843672499986,1.504320359220093,-18.02130724,-9.01065362,0.014264643375263212,-0.00194854567702335,-0.001948545677023461,0.0020856711029927366,9.309004544807135e-19,0.04482463088906787,1.2884553120916401e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.08982445969796984,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.0018114202510540744,0.002014672502683899,-0.04480143016196709,-0.00194854567702335,0.044938555587936385,-2.419122,-3.657644,-9.097324,6e-06,50.869676,4.000000000000001e-06,-5.05803,88.323456836986,-57.319818712600075,-2.419122000001046,44.56485071260109,True,True,3.0,5.0,4.2348490000000005,9.198424,13.433273,9.374,False,0,167,0.0,0.0,0.0,1.44322e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
810,shear_yz_g0.095/1-GGA-PBE,shear,0.095,0.095,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.644771865025797,2.527934421043104,2.52225,56.888583641765635,58.524328156281186,58.314510613998536,1.5021815103569114,-18.00278403,-9.001392015,0.015887660747914815,-0.00194854567702335,-0.00194854567702335,0.0025463686982415412,-2.6770539359741683e-17,0.047314888160682814,-1.2716006195877306e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,-2.6822855940108752e-17,0.9980495521996657,0.09481470745896828,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0013507226558051588,0.0022454333934049104,-0.04706932368417268,-0.00194854567702335,0.04766714670539088,-2.454312,-3.830388,-9.891572,5e-06,53.685658000000004,4.000000000000001e-06,-5.392090666666667,93.238521069098,-60.632109454042805,-2.454312000000826,46.91014945404362,True,True,3.0,5.0,4.139844,9.210786,13.35063,9.3847,False,0,167,0.0,0.0,0.0,8.135312e-18,0.4285714,0.4285714,ok,GGA-PBE+HSE06
812,shear_yz_g0.100/1-GGA-PBE,shear,0.1,0.1,0.0,0.0,0.0,0.0,0.0,yz,1,11.346172820578163,2,2.651363478299892,2.528547762612465,2.52225,56.72691483430412,58.45173401807021,58.22006336027744,1.5000552187488498,-17.9832736,-8.9916368,0.017597179067790653,-0.00194854567702335,-0.001948545677023461,0.0030319688662063804,9.309004544807135e-19,0.049805145432297686,1.4316170134351547e-18,0.9980495521996657,-2.6822855940108752e-17,2.6822855940108752e-17,2.8688295291149075e-17,0.9980495521996656,0.0998049552199666,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.0008651224878404307,0.0024888210199040975,-0.049325651407788704,-0.00194854567702335,0.05040907459697165,-2.4901530000000003,-4.008149,-10.729443,5e-06,56.500905,3e-06,-5.742581666666666,98.15671041632586,-63.96955760333567,-2.4901530000005963,49.231965603336306,True,True,3.0,5.0,4.044343000000001,9.223643,13.267986,9.3953,False,0,167,0.0,0.0,0.0,-1.903024e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
814,shear_xy_xz_g1_-0.025_g2_-0.025/1-GGA-PBE,shear,0.03535533905932738,-0.025,-0.025,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5238259139306987,2.490921412102263,2.490921412102263,60.833853732210585,61.22924898620476,61.22924898620476,1.5223006787467834,-18.15858372,-9.07929186,0.0022363765739643725,-0.001948545677023461,-0.0016372635180714745,-0.0016372635180714745,-0.012451286358074418,0.0003112821589518872,-0.012451286358074439,0.9980495521996656,-0.024951238804991623,-0.024951238804991664,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.00522307271316641,0.0003101982593848497,-0.019248792711302375,-0.0019485456770233617,0.015974265675159322,-2.3680689999999998,-2.686028,-2.686028,-14.126546,-0.374503,-14.126546,-2.5800416666666663,34.610369353091336,-22.695252922360662,-2.3115249999999996,17.26665292236066,True,True,5.0,2.0,5.335132999999999,9.0845,14.419633,9.1909,False,0,38,0.0,0.0,0.0,0.4285714,0.4285714,-3.74768e-17,ok,GGA-PBE+HSE06
816,shear_xy_xz_g1_-0.025_g2_-0.050/1-GGA-PBE,shear,0.05590169943749475,-0.025,-0.05,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.525794423639478,2.460002030629879,2.490921412102263,61.26128408590917,62.056043637788434,61.6108634078621,1.5117283106201127,-18.1210249,-9.06051245,0.005527308186589994,-0.00194854567702335,-0.0016372635180714745,-0.0007034170412159035,-0.012451286358074475,0.0006225643179037489,-0.024902572716148815,0.9980495521996657,-0.024951238804991734,-0.049902477609983224,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.004289226236310728,0.000775980131374532,-0.029023136611329343,-0.0019485456770233598,0.026682456052041965,-2.74102,-2.7574490000000003,-4.306525,-14.069514000000002,-0.7211719999999999,-28.251572,-3.2683313333333337,54.70185789622061,-35.23255858055814,-2.4897442128692293,27.91730879342738,True,True,6.0,2.0,4.967988,9.116043,14.084031,9.2523,False,0,126,0.0,0.0,0.0,0.4285714,-4.344873e-16,0.4285714,ok,GGA-PBE+HSE06
818,shear_xy_xz_g1_-0.025_g2_-0.075/1-GGA-PBE,shear,0.07905694150420949,-0.025,-0.075,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.528547762612465,2.4295074790584166,2.490921412102263,61.7031826500108,62.88439339613497,61.97233125654493,1.5013495777036483,-18.058505,-9.0292525,0.011005348107124793,-0.001948545677023461,-0.0016372635180714745,0.0008529937535434184,-0.012451286358074418,0.0009338464768556068,-0.03735385907422324,0.9980495521996656,-0.024951238804991623,-0.0748537164149749,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.002732815441551517,0.0015535752057904248,-0.039797308835309186,-0.0019485456770233496,0.03901303907078101,-3.343871,-2.872937,-6.999722,-13.967169000000002,-1.088528,-42.352632,-4.4055100000000005,77.36501218979869,-49.933388058188356,-2.630241168934439,39.347099227122804,True,True,5.0,3.0,4.523944999999999,9.16277,13.686715,9.2869,False,0,126,0.0,0.0,0.0,0.4285714,-4.669807e-16,0.4285714,ok,GGA-PBE+HSE06
820,shear_xy_xz_g1_-0.025_g2_-0.1/1-GGA-PBE,shear,0.10307764064044153,-0.025,-0.1,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578161,2,2.5320833706260113,2.399453954874421,2.490921412102263,62.1599812380233,63.713618935490786,62.31254712975217,1.4911758363655934,-17.97099829,-8.985499145,0.01867275081721668,-0.001948545677023461,-0.0016372635180714745,0.0030319688662063804,-0.012451286358074418,0.0012451286358074675,-0.04980514543229767,0.9980495521996656,-0.024951238804991623,-0.09980495521996657,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.0005538403288885552,0.0026449214142821656,-0.05070875417703927,-0.0019485456770233502,0.05210345952517406,-4.179711,-3.047032,-10.772539,-13.82484,-1.462371,-56.421612,-5.999760666666667,100.90691251107722,-65.78837236045062,-2.8086337435814603,50.59772410403207,True,True,12.0,2.0,4.053191999999999,9.221446,13.274638,9.2767,False,0,126,0.0,0.0,0.0,0.4285714,-5.459778e-16,0.4285714,ok,GGA-PBE+HSE06
824,shear_xy_xz_g1_-0.025_g2_0.025/1-GGA-PBE,shear,0.03535533905932738,-0.025,0.025,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.52225,2.553972735640405,2.490921412102263,60.02067429472248,59.58307313389471,60.41003770833726,1.5223006487700133,-18.15858372,-9.07929186,0.0022363765739643725,-0.00194854567702335,-0.0016372635180714745,-0.0016372635180714745,-0.012451286358074475,-0.00031128215895183587,0.012451286358074447,0.9980495521996657,-0.024951238804991734,0.024951238804991734,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.005223072713166299,0.00031019825938485135,-0.01924879271130239,-0.0019485456770233103,0.015974265675159395,-2.368061,-2.6860220000000004,-2.6860220000000004,-14.12654,0.374506,14.126552,-2.580035,34.61036946885342,-22.69524746568269,-2.311516000000135,17.266658465682823,True,True,5.0,2.0,5.335134,9.084499,14.419633,9.1909,False,0,38,0.0,0.0,0.0,0.4285714,0.4285714,-3.74768e-17,ok,GGA-PBE+HSE06
826,shear_xy_xz_g1_-0.025_g2_0.050/1-GGA-PBE,shear,0.05590169943749475,-0.025,0.05,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5226440707781257,2.586075114329266,2.490921412102263,59.634070450347544,58.76507399558028,59.97467479813318,1.5117282934429155,-18.12102488,-9.06051244,0.005527309939004633,-0.001948545677023461,-0.0016372635180714745,-0.0007034170412159035,-0.012451286358074418,-0.000622564317903693,0.02490257271614879,0.9980495521996656,-0.024951238804991623,0.04990247760998324,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.004289226236310839,0.0007759801313745294,-0.029023136611329367,-0.001948545677023315,0.02668245605204184,-2.741005,-2.757439,-4.306512,-14.069504,0.721174,28.251584,-3.268318666666667,54.701868838837775,-35.232552084973925,-2.489731853739348,27.91732793871327,True,True,6.0,2.0,4.967988999999999,9.116042,14.084031,9.2523,False,0,126,0.0,0.0,0.0,0.4285714,-5.265374e-16,0.4285714,ok,GGA-PBE+HSE06
828,shear_xy_xz_g1_-0.025_g2_0.075/1-GGA-PBE,shear,0.07905694150420949,-0.025,0.075,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5238259139306987,2.6185431732503064,2.490921412102263,59.26022811685471,57.951389037571964,59.52362529220822,1.5013495528601837,-18.05850496,-9.02925248,0.011005351611954383,-0.001948545677023461,-0.0016372635180714745,0.0008529937535434184,-0.012451286358074418,-0.0009338464768555541,0.03735385907422324,0.9980495521996656,-0.024951238804991623,0.07485371641497496,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.002732815441551517,0.0015535752057904244,-0.0397973088353092,-0.0019485456770233177,0.03901303907078099,-3.3438630000000003,-2.872929,-6.999718,-13.967158000000001,1.08853,42.352648,-4.405503333333333,77.36503279480502,-49.933394411789855,-2.6302321267437723,39.34711653853363,True,True,5.0,3.0,4.523945999999999,9.162769,13.686715,9.2869,False,0,126,0.0,0.0,0.0,0.4285714,-5.834093e-16,0.4285714,ok,GGA-PBE+HSE06
830,shear_xy_xz_g1_-0.025_g2_0.1/1-GGA-PBE,shear,0.10307764064044153,-0.025,0.1,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.525794423639478,2.651363478299892,2.490921412102263,58.898732845051484,57.142705886149976,59.057994000590995,1.4911750449060583,-17.97099915,-8.985499575,0.01867267546338003,-0.00194854567702335,-0.0016372635180714745,0.0030319688662063804,-0.012451286358074475,-0.0012451286358074192,0.04980514543229765,0.9980495521996657,-0.024951238804991734,0.09980495521996657,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0005538403288884441,0.0026449214142821643,-0.050708754177039225,-0.0019485456770233273,0.052103459525174096,-4.1793379999999996,-3.046248,-10.772219,-13.825107,1.462612,56.420883,-5.999268333333333,100.9058316854462,-65.78742485907117,-2.8077719147531535,50.59739177382433,True,True,12.0,2.0,4.053215,9.221428,13.274643,9.2767,False,0,126,0.0,0.0,0.0,0.4285714,-6.180053e-16,0.4285714,ok,GGA-PBE+HSE06
832,shear_xy_xz_g1_-0.050_g2_-0.025/1-GGA-PBE,shear,0.05590169943749475,-0.05,-0.025,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.525794423639478,2.490921412102263,2.460002030629879,61.26128408590917,61.6108634078621,62.056043637788434,1.511728313446297,-18.1210249,-9.06051245,0.005527308186589994,-0.00194854567702335,-0.0007034170412159035,-0.0016372635180714745,-0.024902572716148836,0.0006225643179037484,-0.012451286358074454,0.9980495521996657,-0.049902477609983266,-0.024951238804991692,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.004289226236310728,0.0007759801313745326,-0.029023136611329346,-0.0019485456770233591,0.02668245605204198,-2.74102,-4.306525,-2.7574490000000003,-28.251572,-0.7211719999999999,-14.069514000000002,-3.2683313333333337,54.70185789622061,-35.23255858055814,-2.4897442128692293,27.91730879342738,True,True,6.0,2.0,4.967988,9.116043,14.084031,9.2523,False,0,21,0.0,0.0,0.0,0.4285714,0.4285714,1.879633e-18,ok,GGA-PBE+HSE06
834,shear_xy_xz_g1_-0.050_g2_-0.075/1-GGA-PBE,shear,0.09013878188659974,-0.05,-0.075,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578161,2,2.5320833706260113,2.4295074790584166,2.460002030629879,62.115559381824035,63.25502529768594,62.78798036557754,1.49195507388275,-18.02138022,-9.01069011,0.014258248813637018,-0.00194854567702335,-0.0007034170412159035,0.0008529937535434184,-0.024902572716148836,0.0018676929537111886,-0.03735385907422326,0.9980495521996657,-0.049902477609983266,-0.07485371641497493,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0017989689646958351,0.002020907423099816,-0.044864535139299166,-0.0019485456770233632,0.0450141118516267,-3.7923780000000002,-4.5248,-7.098972999999999,-27.962618,-2.18864,-42.135531,-5.138717,87.72315292386311,-56.68231117230472,-3.2951586946631615,44.561318866967895,True,True,5.0,2.0,4.540438,9.165706,13.706144,9.2551,False,0,126,0.0,0.0,0.0,0.4285714,-4.935881e-16,0.4285714,ok,GGA-PBE+HSE06
836,shear_xy_xz_g1_-0.050_g2_-0.1/1-GGA-PBE,shear,0.1118033988749895,-0.05,-0.1,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578161,2,2.536397976354091,2.399453954874421,2.460002030629879,62.56454394209404,64.07800846146291,63.12163273416208,1.4822750103936244,-17.9342867,-8.96714335,0.021889447510050633,-0.00194854567702335,-0.0007034170412159035,0.0030319688662063804,-0.024902572716148836,0.00249025727161491,-0.04980514543229769,0.9980495521996657,-0.049902477609983266,-0.0998049552199666,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,0.00038000614796712684,0.0031136101837463013,-0.05460650763645246,-0.001948545677023375,0.05693505946144296,-4.686075000000001,-4.71567,-10.894983,-27.635453000000002,-2.932877,-56.17453400000001,-6.765576,108.72930866225865,-71.06498204123898,-3.5965097526149123,54.36476379385389,True,True,7.0,2.0,4.076070999999999,9.218666,13.294737,9.2602,False,0,126,0.0,0.0,0.0,0.4285714,-3.702455e-16,0.4285714,ok,GGA-PBE+HSE06
840,shear_xy_xz_g1_-0.050_g2_0.025/1-GGA-PBE,shear,0.05590169943749475,-0.05,0.025,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5226440707781257,2.553972735640405,2.460002030629879,60.462412365221574,59.97364191851058,61.245278498061715,1.5117282873432738,-18.1210249,-9.06051245,0.005527308186589994,-0.00194854567702335,-0.0007034170412159035,-0.0016372635180714745,-0.024902572716148836,-0.0006225643179036941,0.012451286358074406,0.9980495521996657,-0.049902477609983266,0.02495123880499165,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.004289226236310728,0.0007759801313745313,-0.029023136611329343,-0.0019485456770233155,0.026682456052041937,-2.74101,-4.306519,-2.757443,-28.251566000000004,0.721171,14.069515999999998,-3.268324,54.70185016136779,-35.23254572922123,-2.489739062822482,27.91731279204371,True,True,6.0,2.0,4.967988,9.116043,14.084031,9.2523,False,0,21,0.0,0.0,0.0,0.4285714,0.4285714,1.879633e-18,ok,GGA-PBE+HSE06
842,shear_xy_xz_g1_-0.050_g2_0.075/1-GGA-PBE,shear,0.09013878188659974,-0.05,0.075,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5226440707781257,2.6185431732503064,2.460002030629879,59.71555390651977,58.348886893928245,60.36457834360263,1.4919550436093765,-18.02138019,-9.010690095,0.014258251442259446,-0.00194854567702335,-0.0007034170412159035,0.0008529937535434184,-0.024902572716148836,-0.0018676929537111333,0.03735385907422321,0.9980495521996657,-0.049902477609983266,0.07485371641497487,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,-0.0017989689646958351,0.002020907423099812,-0.04486453513929914,-0.001948545677023312,0.04501411185162661,-3.792373,-4.524791,-7.098972999999999,-27.962614000000002,2.188647,42.135549,-5.138712333333333,87.72317576976418,-56.68232358198176,-3.2951458202307995,44.56133240221257,True,True,5.0,2.0,4.540438999999999,9.165705,13.706144,9.2551,False,0,126,0.0,0.0,0.0,0.4285714,-6.100167e-16,0.4285714,ok,GGA-PBE+HSE06
844,shear_xy_xz_g1_-0.050_g2_0.1/1-GGA-PBE,shear,0.1118033988749895,-0.05,0.1,0.0,0.0,0.0,0.0,xy+xz,2,11.346172820578163,2,2.5238259139306987,2.651363478299892,2.460002030629879,59.360591048099444,57.54292020465291,59.90077814312199,1.4822741851670527,-17.93428698,-8.96714349,0.021889422976243505,-0.00194854567702335,-0.0007034170412159035,0.0030319688662063804,-0.024902572716148836,-0.002490257271614856,0.049805145432297665,0.9980495521996657,-0.049902477609983266,0.0998049552199666,-2.6822855940108752e-17,0.9980495521996657,2.6822855940108752e-17,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188783,0.00038000614796712684,0.0031136101837462987,-0.05460650763645246,-0.001948545677023332,0.05693505946144292,-4.686104,-4.715396,-10.895174,-27.635815,2.933251,56.174251000000005,-6.765558000000001,108.72919412407326,-71.06510679007117,-3.5960395965024605,54.36447238657365,True,True,7.0,2.0,4.076096999999999,9.218647,13.294744,9.2602,False,0,126,0.0,0.0,0.0,0.4285714,-6.180053e-16,0.4285714,ok,GGA-PBE+HSE06
