id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,scf_converged,ionic_converged,n_ionic_steps,n_elec_last,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,vbm_kpt_index,cbm_kpt_index,vbm_kx,vbm_ky,vbm_kz,cbm_kx,cbm_ky,cbm_kz,extract_status,functional
1366,shear_3D_g1_-0.06_g2_0.03_g3_-0.09/1-GGA-PBE,shear,0.11224972160321824,-0.06,0.03,-0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.412014896234319,2.565389885993209,2.44775233630008,63.585913651050376,61.635287693587905,62.866000869290886,1.4902688117858094,-17.93914983,-8.969574915,0.021463336459349124,-0.001948545677023461,-0.00015556044146064485,0.0025339174118834684,-0.029883087259378608,-0.04572112350684923,0.014941543629689273,0.9980495521996656,-0.05988297313197994,0.029941486565989946,-2.6822855940108752e-17,0.9980495521996657,-0.0898244596979699,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,0.0004298112933993625,0.0032117598586717698,-0.04797440425903866,-0.0142072256660561,0.0626114412184941,-3.78765,-7.389740999999999,-10.292367,-33.065798,-49.439083,13.324628999999998,-7.156586,105.72229097969418,-62.10749170006307,-17.904591157525243,58.54232485758831,True,True,7.0,2.0,4.285215000000001,9.156939,13.442154,9.2894,False,0,144,0.0,0.0,0.0,1.475014e-16,0.4285714,0.4285714,ok,GGA-PBE+HSE06
1368,shear_3D_g1_-0.06_g2_0.03_g3_0.03/1-GGA-PBE,shear,0.07348469228349534,-0.06,0.03,0.03,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.560922291857223,2.560922291857223,2.44775233630008,59.567434256437544,59.445967536871265,60.98666961572727,1.49389291214665,-18.07343983,-9.036719915,0.009696747246496242,-0.001948545677023461,-0.00015556044146064485,-0.0010520530592419974,-0.029883087259378608,0.014045051011907953,0.014941543629689271,0.9980495521996656,-0.05988297313197994,0.029941486565989946,-2.6822855940108752e-17,0.9980495521996657,0.029941486565989966,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.0031561591777261033,0.0013143157871303773,-0.04137497279172559,0.009369673991560445,0.028849139622439044,-2.923762,-5.304659,-3.7291849999999998,-33.788024,17.896925,17.854509,-3.9858686666666667,73.12004987185767,-51.342536416257346,9.682965761995163,29.70196465426215,True,True,5.0,2.0,4.789128,9.128287,13.917415,9.1735,False,0,21,0.0,0.0,0.0,0.4285714,0.4285714,5.39423e-19,ok,GGA-PBE+HSE06
1370,shear_3D_g1_-0.06_g2_0.03_g3_0.09/1-GGA-PBE,shear,0.11224972160321824,-0.06,0.03,0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.6387364345281346,2.565389885993209,2.44775233630008,57.58586821606598,58.472465434279115,59.90287114045778,1.471011116838867,-17.92599034,-8.96299517,0.02261638071492052,-0.001948545677023461,-0.00015556044146075587,0.0025339174118834684,-0.02988308725937858,0.04392813827128651,0.014941543629689273,0.9980495521996656,-0.05988297313197994,0.029941486565989946,2.8688295291149075e-17,0.9980495521996656,0.08982445969796984,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,0.0004298112933992515,0.003051020055924474,-0.06040704734748735,0.013061461883545457,0.04777539675734117,-2.985811,-6.488891,-9.757966,-33.259496,51.468309,19.547019,-6.410889333333333,111.56258702599452,-78.2103962402527,12.685291665041504,46.29243657521125,True,True,8.0,2.0,4.255485,9.152953,13.408438,9.3113,False,0,144,0.0,0.0,0.0,-4.445375e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
1372,shear_3D_g1_-0.06_g2_0.06_g3_-0.03/1-GGA-PBE,shear,0.09,-0.06,0.06,-0.03,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.484704307539053,2.5995699053190755,2.44775233630008,61.112141219047466,59.514998636225414,61.43676304351277,1.5050354210599797,-18.02654618,-9.01327309,0.013805603574155138,-0.001948545677023461,-0.00015556044146075587,0.00029268586743003144,-0.02988308725937858,-0.016734528865251997,0.02988308725937858,0.9980495521996656,-0.05988297313197994,0.05988297313197994,2.8688295291149075e-17,0.9980495521996656,-0.029941486565989966,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,-0.0018114202510541855,0.00206744873791926,-0.035862362361872485,-0.016665394621524922,0.050716336732343256,-3.9209490000000002,-5.882879,-6.341751,-33.544641,-14.627882,32.524234,-5.381859666666666,84.82977669612792,-44.8388238386496,-20.73981354273586,49.43305838138546,True,True,5.0,2.0,4.873011,9.127427,14.000438,9.2341,False,0,126,0.0,0.0,0.0,0.4285714,-6.573699e-16,0.4285714,ok,GGA-PBE+HSE06
1374,shear_3D_g1_-0.06_g2_0.06_g3_-0.06/1-GGA-PBE,shear,0.10392304845413264,-0.06,0.06,-0.06,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578165,2,2.44775233630008,2.6012212609608976,2.44775233630008,62.10822826197961,60.06320299205122,61.87479850985716,1.513218902466165,-17.97769658,-8.98884829,0.018085841688774126,-0.001948545677023461,-0.00015556044146064485,0.0016374247941021158,-0.029883087259378608,-0.03167607249494131,0.02988308725937858,0.9980495521996656,-0.05988297313197994,0.05988297313197994,-2.6822855940108752e-17,0.9980495521996657,-0.05988297313197996,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,-0.00046668132438199006,0.002792586173062994,-0.03123600039847939,-0.03009160748347104,0.06086092655756844,-4.338483,-6.767613,-8.860867,-33.223659,-31.34789,31.175998,-6.655654333333334,95.86814329715367,-39.40467160425017,-37.812118413109985,57.249827017360154,True,True,6.0,2.0,4.694501000000001,9.075192,13.769693,9.1184,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,GGA-PBE+HSE06
1376,shear_3D_g1_-0.06_g2_0.06_g3_-0.09/1-GGA-PBE,shear,0.12369316876852982,-0.06,0.06,-0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.411421380509455,2.6039711931712355,2.44775233630008,63.106250641104914,60.63337544401919,62.28464841981653,1.4997241859958603,-17.89341449,-8.946707245,0.025470700807328585,-0.001948545677023461,-0.00015556044146064485,0.003878656338555442,-0.029883087259378608,-0.04661761612463059,0.02988308725937858,0.9980495521996656,-0.05988297313197994,0.05988297313197994,-2.6822855940108752e-17,0.9980495521996657,-0.0898244596979699,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,0.001774550220071336,0.003968107605515601,-0.04483481416348905,-0.025893325399981293,0.07250268978354163,-4.848761,-8.029291,-12.937437,-32.750442,-47.973831000000004,29.672925,-8.605163,113.1967461724861,-58.552784046958344,-32.6221081877585,65.35940323471678,True,True,5.0,4.0,4.2093430000000005,9.106612,13.315955,9.2757,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,GGA-PBE+HSE06
1378,shear_3D_g1_-0.06_g2_0.06_g3_0.06/1-GGA-PBE,shear,0.10392304845413264,-0.06,0.06,0.06,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.5990192202756988,2.6012212609608976,2.44775233630008,58.14630788285279,57.99460318421453,59.97196896010172,1.472079779084073,-17.96002004,-8.98001002,0.019634673209248943,-0.001948545677023461,-0.00015556044146075587,0.0016374247941021158,-0.02988308725937858,0.028090102023815875,0.02988308725937858,0.9980495521996656,-0.05988297313197994,0.05988297313197994,2.8688295291149075e-17,0.9980495521996656,0.059882973131979905,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,-0.0004666813243821011,0.0025782664360665996,-0.05878293855769014,0.028534159483523804,0.029782097749784197,-3.2545430000000004,-5.568713000000001,-8.15162,-33.464299,35.468024,35.411219,-5.658292,104.46715978013164,-75.29879891986275,28.494375409847407,29.82954751001531,True,True,12.0,2.0,4.752242000000001,9.110617,13.862859,9.1729,False,0,126,0.0,0.0,0.0,0.4285714,-6.696529e-16,0.4285714,ok,GGA-PBE+HSE06
1380,shear_3D_g1_-0.06_g2_0.06_g3_0.09/1-GGA-PBE,shear,0.12369316876852982,-0.06,0.06,0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.638193924947165,2.6039711931712355,2.44775233630008,57.1687820194535,57.5267092112847,59.4395925234409,1.461330834594949,-17.8669694,-8.9334847,0.027787839170028392,-0.001948545677023461,-0.00015556044146075587,0.003878656338555442,-0.02988308725937858,0.04303164565350515,0.02988308725937858,0.9980495521996656,-0.05988297313197994,0.05988297313197994,2.8688295291149075e-17,0.9980495521996656,0.08982445969796984,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,0.0017745502200712249,0.003646628000021011,-0.06817437800021717,0.024971125144999242,0.044977803075289174,-3.225683,-6.223202,-11.853731999999999,-33.169343,52.069462,36.008051,-7.100872333333332,124.02260835593813,-89.0924868245619,24.66271816990968,43.12715165465225,True,True,9.0,2.0,4.281124999999999,9.105292,13.386417,9.1775,False,0,144,0.0,0.0,0.0,-5.85003e-17,0.4285714,0.4285714,ok,GGA-PBE+HSE06
1382,shear_3D_g1_-0.06_g2_0.09_g3_-0.03/1-GGA-PBE,shear,0.11224972160321824,-0.06,0.09,-0.03,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.4852803224548436,2.6387364345281346,2.44775233630008,60.67164003020045,58.53749505595892,60.87063523271518,1.492824402363208,-17.93967967,-8.969839835,0.021416911486316716,-0.001948545677023461,-0.00015556044146075587,0.0025339174118834684,-0.02988308725937858,-0.017631021483033353,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,2.8688295291149075e-17,0.9980495521996656,-0.029941486565989966,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,0.0004298112933992515,0.003218189450781659,-0.04716982449910627,-0.01543400344290917,0.06303363923541466,-5.049278,-6.257857,-10.361517000000001,-33.126373,-13.323836,49.228364,-7.2228840000000005,105.44287237131557,-60.92140023544583,-19.659990695294862,58.912738930740666,True,True,7.0,2.0,4.342537,9.172833,13.51537,9.2905,False,0,126,0.0,0.0,0.0,0.4285714,-6.628512e-16,0.4285714,ok,GGA-PBE+HSE06
1384,shear_3D_g1_-0.06_g2_0.09_g3_-0.06/1-GGA-PBE,shear,0.12369316876852982,-0.06,0.09,-0.06,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578165,2,2.4483370448409727,2.640363294461697,2.44775233630008,61.65711197193777,59.07651256713196,61.289072341920395,1.4991289815848,-17.89382187,-8.946910935,0.02543500587015146,-0.001948545677023461,-0.00015556044146064485,0.003878656338555442,-0.029883087259378608,-0.03257256511272267,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,-2.6822855940108752e-17,0.9980495521996657,-0.05988297313197996,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,0.001774550220071336,0.0039721261005842825,-0.043964083003671786,-0.026962651031339015,0.07270128425508207,-5.637227,-7.3278859999999995,-12.980405999999999,-32.796054,-29.78423,47.715281,-8.648506333333332,112.97191890347658,-57.17143283963306,-34.27053088953856,65.49644472917159,True,True,7.0,2.0,4.173055,9.112109,13.285164,9.277,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,GGA-PBE+HSE06
1386,shear_3D_g1_-0.06_g2_0.09_g3_-0.09/1-GGA-PBE,shear,0.1407124727947029,-0.06,0.09,-0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.412014896234319,2.6430725024356128,2.44775233630008,62.64447093961442,59.6375318998057,61.67958811819782,1.486149703754274,-17.81301159,-8.906505795,0.03251566242637782,-0.001948545677023461,-0.00015556044146064485,0.006119887883008879,-0.029883087259378608,-0.04751410874241195,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,-2.6822855940108752e-17,0.9980495521996657,-0.0898244596979699,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,0.004015781764524773,0.005177786246052009,-0.04884114207391471,-0.03092379886990917,0.08378072270834869,-6.341113,-8.790278,-17.173949,-32.260362,-46.224353,45.933279,-10.768446666666668,126.3276731409736,-64.71661594138688,-39.80111704749303,72.21239298887991,True,True,10.0,2.0,3.7705160000000006,9.046654,12.81717,9.1987,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,ok,GGA-PBE+HSE06
1388,shear_3D_g1_-0.06_g2_0.09_g3_0.03/1-GGA-PBE,shear,0.11224972160321824,-0.06,0.09,0.03,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.560922291857223,2.6387364345281346,2.44775233630008,58.71050450757058,57.522378576606485,59.95714269480206,1.4721675399967609,-17.92626957,-8.963134785,0.022591914375610755,-0.001948545677023461,-0.00015556044146064485,0.0025339174118834684,-0.029883087259378608,0.012252065776345238,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,-2.6822855940108752e-17,0.9980495521996657,0.029941486565989966,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188782,0.0004298112933993625,0.003057449648034367,-0.060048208179176575,0.011794794516798638,0.04868322495577724,-4.221807,-5.3590800000000005,-9.822935,-33.319505,19.637853999999997,51.39101899999999,-6.467940666666666,111.52089797069907,-77.80824582601244,11.076055686190513,47.328368139821876,True,True,12.0,2.0,4.236377000000001,9.187353,13.42373,9.314,False,0,126,0.0,0.0,0.0,0.4285714,-4.184596e-16,0.4285714,ok,GGA-PBE+HSE06
1390,shear_3D_g1_-0.06_g2_0.09_g3_0.06/1-GGA-PBE,shear,0.12369316876852982,-0.06,0.09,0.06,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.5995699053190755,2.640363294461697,2.44775233630008,57.73692207036282,57.04474861963136,59.465657561377945,1.4618847470619103,-17.86705625,-8.933528125,0.02778022930873444,-0.001948545677023461,-0.00015556044146075587,0.003878656338555442,-0.02988308725937858,0.02719360940603452,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,2.8688295291149075e-17,0.9980495521996656,0.059882973131979905,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,0.0017745502200712249,0.0036506464950896928,-0.06800913655233935,0.023886877644076175,0.04589680912833445,-3.984149,-5.523826,-11.894696999999999,-33.210394,36.079341,52.035158,-7.134224,124.05518143251848,-88.94858525483622,23.29900165492929,44.24691159990691,True,True,6.0,2.0,4.229998999999999,9.142613,13.372612,9.3295,False,0,126,0.0,0.0,0.0,0.4285714,-5.526579e-16,0.4285714,ok,GGA-PBE+HSE06
1392,shear_3D_g1_-0.06_g2_0.09_g3_0.09/1-GGA-PBE,shear,0.1407124727947029,-0.06,0.09,0.09,0.0,0.0,0.0,xy+xz+yz,3,11.346172820578163,2,2.6387364345281346,2.6430725024356128,2.44775233630008,56.769379115209375,56.5860658286851,58.953374549626936,1.4516913606711765,-17.77302043,-8.886510215,0.03601971747042778,-0.001948545677023461,-0.00015556044146075587,0.006119887883008879,-0.02988308725937858,0.0421351530357238,0.04482463088906786,0.9980495521996656,-0.05988297313197994,0.08982445969796987,2.8688295291149075e-17,0.9980495521996656,0.08982445969796984,-2.6822855940108752e-17,2.6822855940108752e-17,0.9980495521996657,0.9941600619188781,0.004015781764524662,0.004695566837810123,-0.07666069335256451,0.028820849557672782,0.05185562555941644,-3.8599240000000004,-6.071385,-15.509319,-32.938519,52.446363,52.434317,-8.480209333333333,140.9596064700711,-101.71464190875005,27.953245919236572,48.320767989513605,True,True,9.0,2.0,4.241916,9.07633,13.318246,9.2133,False,0,126,0.0,0.0,0.0,0.4285714,-5.236764e-16,0.4285714,ok,GGA-PBE+HSE06
