id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,functional
-1,zero_strain_reference,unstrained,0,0,0,0,0,0,0,none,0,11.4128230000001,2,2.52717913097707,2.52717913093857,2.52717913096337,60.000000000746,59.9999999998208,59.9999999994962,1.54757483985597,-18.18410709,-9.092053545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.409332,9.014017,14.423349,9.1055,False,GGA-PBE+HSE06
0,Vol_10.05/1-GGA-PBE,isotropic,-0.119411560137229,0,0,0,0,0,0,none,0,10.05,2,2.42229492827438,2.42229492823749,2.42229492826125,60.000000000746,59.9999999998208,59.9999999994962,1.48334664518174,-17.91577168,-8.95788584,0.0235117472688397,-0.0406412525938366,-0.0406412525938365,-0.0406412525938366,-1.89197054486121E-17,2.25654666822825E-17,-1.06177961680239E-17,0.958497519460706,0,0,-3.94778391482059E-17,0.958497519460706,0,-2.21550832473681E-17,4.70850810234311E-17,0.958497519460706,0.88058843986277,-0.12192375778151,5.09656839244486E-33,-0.0406412525938366,-0.0406412525938366,-0.0406412525938365,-69.038651,-69.038668,-69.038672,0.000014,0.000006,0.00001,-69.0386636666667,3.69999999964401E-05,-69.0386763273531,-69.0386756697247,-69.0386390029222,5.810236,10.860758,16.670994,10.9094,False,GGA-PBE+HSE06
2,Vol_10.1/1-GGA-PBE,isotropic,-0.115030523122987,0,0,0,0,0,0,none,0,10.1,2,2.42630535766369,2.42630535762673,2.42630535765054,60.000000000746,59.9999999998208,59.9999999994962,1.48580252159503,-17.93689011,-8.968445055,0.0216613347985857,-0.0391189352050895,-0.0391189352050892,-0.0391189352050892,-4.10907883242123E-17,1.18284860803846E-17,-3.30556884556682E-17,0.960084438781205,0,0,-8.55982800354011E-17,0.960084438781205,0,-6.88599608960048E-17,2.46405120270472E-17,0.960084438781205,0.884969476877012,-0.117356805615268,1.93636714075433E-32,-0.0391189352050895,-0.0391189352050893,-0.0391189352050892,-65.739353,-65.739379,-65.739377,0.000018,0.000009,0.000014,-65.7393696666667,4.93051721391486E-05,-65.7393886858777,-65.7393833742001,-65.7393369399222,5.7982,10.783041,16.581241,10.9447,False,GGA-PBE+HSE06
4,Vol_10.15/1-GGA-PBE,isotropic,-0.110649486108744,0,0,0,0,0,0,none,0,10.15,2,2.43030257305774,2.43030257302073,2.43030257304457,60.000000000746,59.9999999998208,59.9999999994962,1.48825030612185,-17.95708373,-8.978541865,0.0198919548651547,-0.0375991278316624,-0.0375991278316622,-0.0375991278316623,-5.19756675126702E-17,1.7755646798273E-17,-3.46954746535073E-17,0.961666129348786,0,0,-1.08095036159518E-16,0.961666129348786,0,-7.21570066671728E-17,3.69268423965325E-17,0.961666129348786,0.889350513891256,-0.112797383494987,1.65464606121231E-32,-0.0375991278316624,-0.0375991278316623,-0.0375991278316622,-62.502577,-62.502596,-62.502586,0.000013,0.000006,0.00001,-62.5025863333333,3.44383507192015E-05,-62.5026026554948,-62.5025921552287,-62.5025641892766,5.786049,10.706145,16.492194,10.8529,False,GGA-PBE+HSE06
6,Vol_10.20/1-GGA-PBE,isotropic,-0.106268449094502,0,0,0,0,0,0,none,0,10.2,2,2.43428668276875,2.43428668273168,2.43428668275556,60.000000000746,59.9999999998208,59.9999999994962,1.49069006508963,-17.97635571,-8.988177855,0.0182033297107999,-0.0360818140008076,-0.0360818140008075,-0.0360818140008076,-1.90701217223294E-17,3.08769247716916E-18,2.22460538577634E-19,0.963242634022386,0,0,-3.95956762060975E-17,0.963242634022386,0,4.61899277960041E-19,6.41103781769983E-18,0.963242634022386,0.893731550905499,-0.108245442002423,4.48992813215697E-33,-0.0360818140008076,-0.0360818140008076,-0.0360818140008075,-59.323105,-59.323122,-59.323122,0.00001,0.000006,0.000007,-59.3231163333333,2.90516780924992E-05,-59.3231283840934,-59.3231234387461,-59.3230971771605,5.774041,10.62987,16.403911,10.7612,False,GGA-PBE+HSE06
8,Vol_10.25/1-GGA-PBE,isotropic,-0.101887412080259,0,0,0,0,0,0,none,0,10.25,2,2.43825779369539,2.43825779365825,2.43825779368218,60.000000000746,59.9999999998208,59.9999999994962,1.49312186396016,-17.994483,-8.9972415,0.0166150031416418,-0.0345669774280384,-0.0345669774280383,-0.0345669774280383,-1.82819182844012E-17,-9.86130061039274E-18,-4.00698396233324E-17,0.964813995101607,0,0,-3.78972908295674E-17,0.964813995101607,0,-8.30623100965954E-17,-2.04418689207638E-17,0.964813995101607,0.898112587919741,-0.103700932284115,6.15374108945335E-33,-0.0345669774280385,-0.0345669774280383,-0.0345669774280383,-56.228398,-56.228409,-56.228412,0.000007,0.000004,0.000005,-56.2284063333333,2.08086520455175E-05,-56.2284147738497,-56.228411647308,-56.2283925788423,5.762096,10.554288,16.316384,10.6712,False,GGA-PBE+HSE06
10,Vol_10.3/1-GGA-PBE,isotropic,-0.0975063750660162,0,0,0,0,0,0,none,0,10.3,2,2.44221601134801,2.44221601131081,2.44221601133477,60.000000000746,59.9999999998208,59.9999999994962,1.49554576734508,-18.01178724,-9.00589362,0.0150987928227749,-0.0330546020140715,-0.0330546020140716,-0.0330546020140715,1.96593976650011E-17,1.32763955509415E-17,1.20694984955734E-17,0.966380254336696,0,0,4.06866708560697E-17,0.966380254336696,0,2.4978777125072E-17,2.74765455758493E-17,0.966380254336696,0.902493624933983,-0.0991638060422145,4.82510264543807E-33,-0.0330546020140716,-0.0330546020140715,-0.0330546020140714,-53.18216,-53.182164,-53.182167,0.000005,0.000001,0.000003,-53.1821636666667,1.19163752924954E-05,-53.1821684605492,-53.1821667558307,-53.1821557836202,5.750248,10.47932,16.229568,10.582,False,GGA-PBE+HSE06
12,Vol_10.35/1-GGA-PBE,isotropic,-0.0931253380517737,0,0,0,0,0,0,none,0,10.35,2,2.44616143987333,2.44616143983607,2.44616143986007,60.000000000746,59.9999999998208,59.9999999994962,1.49796183902096,-18.02803016,-9.01401508,0.0136755761479872,-0.0315446718418317,-0.0315446718418317,-0.0315446718418316,-5.33161669976042E-18,2.19407721381475E-17,-2.84310422291886E-17,0.967941452938315,0,0,-1.10164032826068E-17,0.967941452938315,0,-5.87453758548771E-17,4.5334915808272E-17,0.967941452938315,0.906874661948225,-0.0946340155254951,5.4348230370169E-33,-0.0315446718418318,-0.0315446718418317,-0.0315446718418316,-50.209888,-50.209888,-50.209889,0.000007,0,0.000005,-50.2098883333333,1.4933184522899E-05,-50.2098967869505,-50.2098886601607,-50.2098795528887,5.738471,10.405009,16.14348,10.4935,False,GGA-PBE+HSE06
14,Vol_10.40/1-GGA-PBE,isotropic,-0.088744301037531,0,0,0,0,0,0,none,0,10.4,2,2.45009418207856,2.45009418204124,2.45009418206528,60.000000000746,59.9999999998208,59.9999999994962,1.50037014194411,-18.04338946,-9.02169473,0.0123297829117301,-0.0300371711735217,-0.0300371711735216,-0.0300371711735216,-1.86295662774856E-17,2.09758007607373E-17,-2.30120207109984E-17,0.96949763158708,0,0,-3.84313806873129E-17,0.96949763158708,0,-4.7472051423844E-17,4.3271484276655E-17,0.96949763158708,0.91125569896247,-0.0901115135205648,5.4272547794963E-33,-0.0300371711735217,-0.0300371711735216,-0.0300371711735215,-47.296528,-47.296524,-47.296538,0.000003,-0.000001,0.000002,-47.29653,1.40712472787476E-05,-47.2965385582961,-47.2965290475132,-47.2965223941906,5.726759,10.331318,16.058077,10.4058,False,GGA-PBE+HSE06
16,Vol_10.45/1-GGA-PBE,isotropic,-0.0843632640232884,0,0,0,0,0,0,none,0,10.45,2,2.45401433945495,2.45401433941757,2.45401433944165,60.000000000746,59.9999999998208,59.9999999994962,1.50277073826497,-18.05789491,-9.028947455,0.0110588046445651,-0.0285320844477519,-0.0285320844477518,-0.0285320844477518,-3.78414904390693E-17,-2.80256631642814E-17,-3.72108200212717E-17,0.971048830442886,0,0,-7.79394181893204E-17,0.971048830442886,0,-7.66404713227454E-17,-5.77224590271103E-17,0.971048830442886,0.915636735976712,-0.0855962533432555,7.71271804615491E-33,-0.0285320844477519,-0.0285320844477518,-0.0285320844477518,-44.437554,-44.437566,-44.437565,0.000004,0.000004,0.000003,-44.4375616666667,1.59999999994411E-05,-44.4375696121808,-44.4375638571018,-44.4375515307174,5.715191,10.258181,15.973372,10.3188,False,GGA-PBE+HSE06
18,Vol_10.5/1-GGA-PBE,isotropic,-0.0799822270090457,0,0,0,0,0,0,none,0,10.5,2,2.45792201220086,2.45792201216343,2.45792201218754,60.000000000746,59.9999999998208,59.9999999994962,1.50516368934226,-18.07146019,-9.035730095,0.00987020476879391,-0.0270293962767251,-0.0270293962767251,-0.0270293962767251,-5.86476466047407E-18,1.52308825521851E-17,-1.20235777449576E-17,0.972595089154037,0,0,-1.20600334627954E-17,0.972595089154037,0,-2.47247346383698E-17,3.13200893609958E-17,0.972595089154037,0.920017772990955,-0.0810881888301752,4.10941669630241E-34,-0.0270293962767251,-0.0270293962767251,-0.0270293962767251,-41.646826,-41.646828,-41.646833,-0.000002,0,-0.000001,-41.646829,7.34846923090436E-06,-41.6468331567146,-41.6468291669251,-41.6468246763603,5.703612,10.185747,15.889359,10.2326,False,GGA-PBE+HSE06
20,Vol_10.55/1-GGA-PBE,isotropic,-0.075601189994803,0,0,0,0,0,0,none,0,10.55,2,2.46181729924431,2.46181729920681,2.46181729923097,60.000000000746,59.9999999998208,59.9999999994962,1.50754905575676,-18.08423796,-9.04211898,0.00875060710220436,-0.0255290914434876,-0.0255290914434876,-0.0255290914434876,9.65112567133922E-19,1.21921697611889E-17,-5.57932212223891E-18,0.974136446866159,0,0,1.98147306825185E-18,0.974136446866159,0,-1.14549088891763E-17,2.50317495057529E-17,0.974136446866159,0.924398810005198,-0.0765872743304629,1.80709281096594E-34,-0.0255290914434877,-0.0255290914434876,-0.0255290914434876,-38.9019,-38.901902,-38.901876,-0.000003,0.000001,-0.000003,-38.9018926666667,2.61725046541218E-05,-38.9019041954973,-38.9018982445563,-38.9018755599464,5.692097,10.11389,15.805987,10.1882,False,GGA-PBE+HSE06
22,Vol_10.60/1-GGA-PBE,isotropic,-0.0712201529805605,0,0,0,0,0,0,none,0,10.6,2,2.46570029826497,2.46570029822742,2.46570029825161,60.000000000746,59.9999999998208,59.9999999994962,1.50992689732481,-18.09596667,-9.047983335,0.00772292884941802,-0.0240311548992307,-0.0240311548992307,-0.0240311548992307,4.87383713688686E-19,-4.82956817280234E-18,1.41334409379029E-17,0.975672942230919,0,0,9.99071907383762E-19,0.975672942230919,0,2.89716775492127E-17,-9.899973574668E-18,0.975672942230919,0.92877984701944,-0.0720934646976922,2.23316424365305E-34,-0.0240311548992308,-0.0240311548992307,-0.0240311548992307,-36.235819,-36.235817,-36.235821,-0.000001,-0.000001,-0.000001,-36.235819,4.58257569764766E-06,-36.2358217784571,-36.2358187108314,-36.2358165107114,5.680665,10.042668,15.723333,10.1033,False,GGA-PBE+HSE06
24,Vol_10.65/1-GGA-PBE,isotropic,-0.0668391159663178,0,0,0,0,0,0,none,0,10.65,2,2.46957110571579,2.46957110567818,2.46957110570241,60.000000000746,59.9999999998208,59.9999999994962,1.51229727311155,-18.10717407,-9.053587035,0.00674092816474956,-0.0225355717606479,-0.022535571760648,-0.022535571760648,2.09809928688107E-17,-7.6314597964622E-19,2.76413002354349E-17,0.977204613414562,0,0,4.29408387573993E-17,0.977204613414562,0,5.65721853048776E-17,-1.56189598200857E-18,0.977204613414562,0.933160884033682,-0.067606715281944,5.3154826573043E-33,-0.022535571760648,-0.022535571760648,-0.0225355717606479,-33.59239,-33.592384,-33.592395,0.000002,-0.000002,0.000001,-33.5923896666667,1.08627804919624E-05,-33.5923956801037,-33.5923901545533,-33.592383165343,5.669348,9.971964,15.641312,10.019,False,GGA-PBE+HSE06
26,Vol_10.7/1-GGA-PBE,isotropic,-0.0624580789520752,0,0,0,0,0,0,none,0,10.7,2,2.47342981684403,2.47342981680636,2.47342981683063,60.000000000746,59.9999999998208,59.9999999994962,1.51466024144377,-18.11741209,-9.058706045,0.00584386527329851,-0.0210423273073481,-0.0210423273073481,-0.021042327307348,-4.2126039696015E-18,-7.55724273281713E-18,-2.47209234291463E-17,0.97873149810625,0,0,-8.60829344463212E-18,0.97873149810625,0,-5.05162518565693E-17,-1.54429335265896E-17,0.97873149810625,0.937541921047924,-0.0631269819220441,4.79663873016864E-33,-0.0210423273073481,-0.0210423273073481,-0.0210423273073479,-31.018034,-31.018032,-31.018032,-0.000002,-0.000001,-0.000001,-31.0180326666667,4.69041576070007E-06,-31.0180357448261,-31.0180316040681,-31.0180306511058,5.658078,9.901869,15.559947,10.0576,False,GGA-PBE+HSE06
28,Vol_10.75/1-GGA-PBE,isotropic,-0.0580770419378325,0,0,0,0,0,0,none,0,10.75,2,2.47727652571191,2.47727652567418,2.47727652569849,60.000000000746,59.9999999998208,59.9999999994962,1.51701585992257,-18.12688835,-9.063444175,0.00501354835696649,-0.0195514069793188,-0.0195514069793187,-0.0195514069793187,-2.71823030432274E-17,-1.22660137284209E-18,-3.80200090499562E-17,0.980253633526223,0,0,-5.54597343249741E-17,0.980253633526223,0,-7.75717788735728E-17,-2.50262040535303E-18,0.980253633526223,0.941922958062169,-0.0586542209379561,6.29655996287197E-33,-0.0195514069793188,-0.0195514069793187,-0.0195514069793187,-28.490008,-28.490009,-28.490011,0.000001,0.000001,0.000001,-28.4900093333333,4.00000000002257E-06,-28.4900115141369,-28.4900095719933,-28.4900069138698,5.646872,9.83235,15.479222,9.9744,False,GGA-PBE+HSE06
30,Vol_10.80/1-GGA-PBE,isotropic,-0.0536960049235898,0,0,0,0,0,0,none,0,10.8,2,2.48111132521677,2.48111132517898,2.48111132520332,60.000000000746,59.9999999998207,59.9999999994962,1.51936418543574,-18.13549094,-9.06774547,0.00425978305279952,-0.0180627963744452,-0.0180627963744454,-0.0180627963744454,1.56362424979609E-17,1.97744109889613E-17,1.62479873875014E-17,0.981771056433785,0,0,3.18531339776067E-17,0.981771056433785,0,3.3099340790349E-17,4.02831410834018E-17,0.981771056433785,0.94630399507641,-0.054188389123336,5.0101732286113E-33,-0.0180627963744454,-0.0180627963744454,-0.0180627963744452,-26.027635,-26.027635,-26.027633,0.000003,0,0.000002,-26.0276343333333,6.55743852384548E-06,-26.0276383936368,-26.0276337063157,-26.0276309000476,5.635715,9.763417,15.399132,9.8918,False,GGA-PBE+HSE06
32,Vol_10.85/1-GGA-PBE,isotropic,-0.0493149679093473,0,0,0,0,0,0,none,0,10.85,2,2.48493430711083,2.48493430707298,2.48493430709737,60.000000000746,59.9999999998208,59.9999999994962,1.5217052741698,-18.14339569,-9.071697845,0.003567163006033,-0.0165764812460695,-0.0165764812460695,-0.0165764812460695,7.15688339968494E-18,5.74800515315697E-18,6.34690519098787E-18,0.983283803135118,0,0,1.45571062532828E-17,0.983283803135118,0,1.29096099635757E-17,1.16914468332132E-17,0.983283803135118,0.950685032090652,-0.0497294437382084,1.24543748740794E-34,-0.0165764812460695,-0.0165764812460695,-0.0165764812460695,-23.606358,-23.606364,-23.606368,0.000002,0.000002,0.000001,-23.6063633333333,1.01488915647387E-05,-23.6063688309519,-23.606364,-23.6063571690481,5.62464,9.69502,15.31966,9.81,False,GGA-PBE+HSE06
34,Vol_10.9/1-GGA-PBE,isotropic,-0.0449339308951046,0,0,0,0,0,0,none,0,10.9,2,2.48874556202052,2.48874556198262,2.48874556200704,60.000000000746,59.9999999998208,59.9999999994962,1.52403918162187,-18.15068231,-9.075341155,0.0029287039674584,-0.0150924475006081,-0.0150924475006081,-0.0150924475006081,-7.75925523396634E-18,1.88742366130207E-17,-6.08246306242759E-18,0.984791909490926,0,0,-1.57581620222233E-17,0.984791909490926,0,-1.23527884496367E-17,3.83314209451161E-17,0.984791909490926,0.955066069104895,-0.0452773425018244,4.53439206415921E-34,-0.0150924475006081,-0.0150924475006081,-0.0150924475006081,-21.226376,-21.226376,-21.226376,0,0,0,-21.226376,0,-21.226376,-21.226376,-21.226376,5.613645,9.627163,15.240808,9.7287,False,GGA-PBE+HSE06
36,Vol_10.95/1-GGA-PBE,isotropic,-0.040552893880862,0,0,0,0,0,0,none,0,10.95,2,2.49254517946536,2.4925451794274,2.49254517945186,60.000000000746,59.9999999998208,59.9999999994962,1.52636596261125,-18.15701298,-9.07850649,0.00237400597555925,-0.0136106811952143,-0.0136106811952144,-0.0136106811952144,3.30322112195572E-17,1.19373004588488E-17,1.33337080994905E-17,0.986295410923914,0,0,6.69823885495204E-17,0.986295410923913,0,2.70379603348253E-17,2.42063388445994E-17,0.986295410923913,0.959447106119137,-0.0408320435856431,5.52056598426315E-33,-0.0136106811952144,-0.0136106811952144,-0.0136106811952143,-18.916138,-18.916135,-18.916163,0.000008,-0.000002,0.000006,-18.9161453333333,3.19530906178018E-05,-18.9161648620486,-18.9161429381883,-18.9161281997631,5.602691,9.559891,15.162582,9.6482,False,GGA-PBE+HSE06
38,Vol_11.00/1-GGA-PBE,isotropic,-0.0361718568666193,0,0,0,0,0,0,none,0,11,2,2.49633324787649,2.49633324783847,2.49633324786296,60.000000000746,59.9999999998208,59.9999999994962,1.52868567129072,-18.16275872,-9.08137936,0.00187055998327511,-0.0121311685354812,-0.0121311685354812,-0.0121311685354812,-9.20755466795416E-19,1.27963970257293E-17,-1.73708443181724E-17,0.987794342426113,0,0,-1.86426552015667E-18,0.987794342426113,0,-3.51709734953694E-17,2.59090308095917E-17,0.987794342426113,0.963828143133381,-0.0363935056064436,4.66341799795907E-34,-0.0121311685354812,-0.0121311685354812,-0.0121311685354812,-16.63699,-16.636994,-16.636998,0.000005,0.000001,0.000004,-16.636994,1.31909059571656E-05,-16.6369999175648,-16.6369966747618,-16.6369854076734,5.591822,9.493127,15.084949,9.5682,False,GGA-PBE+HSE06
40,Vol_11.05/1-GGA-PBE,isotropic,-0.0317908198523766,0,0,0,0,0,0,none,0,11.05,2,2.50010985461474,2.50010985457666,2.50010985460119,60.000000000746,59.9999999998208,59.9999999994962,1.53099836115766,-18.167698,-9.083849,0.00143777661320076,-0.0106538958732003,-0.0106538958732003,-0.0106538958732,-1.3334837384198E-17,-1.73347754013509E-17,-2.78043398604881E-17,0.989288738566047,0,0,-2.69584335985196E-17,0.989288738566047,0,-5.62107679519124E-17,-3.50449261688297E-17,0.989288738566047,0.968209180147622,-0.0319616876196006,1.76864973777166E-32,-0.0106538958732003,-0.0106538958732002,-0.0106538958732,-14.415993,-14.416012,-14.416013,0.000007,0.000007,0.000005,-14.416006,2.73861278756462E-05,-14.416019575464,-14.4160097848781,-14.415988639658,5.58099,9.426921,15.007911,9.489,False,GGA-PBE+HSE06
42,Vol_11.1/1-GGA-PBE,isotropic,-0.0274097828381341,0,0,0,0,0,0,none,0,11.1,2,2.50387508598843,2.50387508595029,2.50387508597486,60.000000000746,59.9999999998208,59.9999999994962,1.53330408506489,-18.17202638,-9.08601319,0.00105852075336688,-0.00917884970414989,-0.00917884970414989,-0.00917884970415001,-3.14258432011024E-18,1.20330391619893E-18,6.53863749669043E-18,0.990778633495747,0,0,-6.34366590854369E-18,0.990778633495747,0,1.31989876964146E-17,2.42900659242788E-18,0.990778633495747,0.972590217161866,-0.0275365491124498,4.16322964911932E-33,-0.00917884970415001,-0.0091788497041499,-0.00917884970414989,-12.232629,-12.232631,-12.232632,0.000002,0.000001,0.000002,-12.2326306666667,5.83095189486078E-06,-12.232633,-12.2326321925824,-12.2326268074176,5.570231,9.361219,14.93145,9.4104,False,GGA-PBE+HSE06
44,Vol_11.15/1-GGA-PBE,isotropic,-0.0230287458238914,0,0,0,0,0,0,none,0,11.15,2,2.50762902727066,2.50762902723246,2.50762902725707,60.000000000746,59.9999999998208,59.9999999994962,1.53560289523132,-18.17562001,-9.087810005,0.000743644232456932,-0.00770601666594423,-0.00770601666594423,-0.00770601666594412,-8.02918025632631E-18,-6.51691024469876E-18,-4.4752459443752E-17,0.992264060957622,0,0,-1.61835555115791E-17,0.992264060957622,0,-9.02027216435955E-17,-1.31354354170791E-17,0.992264060957622,0.976971254176108,-0.0231180499978326,6.2184964150809E-33,-0.00770601666594425,-0.00770601666594422,-0.0077060166659441,-10.09815,-10.098161,-10.098151,0.000005,0.000004,0.000004,-10.098154,1.67928556243533E-05,-10.0981634233842,-10.0981545227967,-10.0981440538191,5.559521,9.296053,14.855574,9.372,False,GGA-PBE+HSE06
46,Vol_11.20/1-GGA-PBE,isotropic,-0.0186477088096488,0,0,0,0,0,0,none,0,11.2,2,2.51137176271635,2.5113717626781,2.51137176270274,60.000000000746,59.9999999998208,59.9999999994962,1.53789484325234,-18.1786366,-9.0893183,0.000479328383520923,-0.00623538353590669,-0.00623538353590658,-0.00623538353590658,-2.54100930912507E-17,7.17977957937301E-18,-2.43200821617047E-17,0.993745054291183,0,0,-5.11400645095541E-17,0.993745054291183,0,-4.8946320903306E-17,1.44499427662444E-17,0.993745054291183,0.981352291190352,-0.0187061506077199,5.39746439615667E-33,-0.0062353835359067,-0.00623538353590659,-0.00623538353590656,-7.998079,-7.998082,-7.998077,0.000011,0.000001,0.000007,-7.99807933333333,2.30651251891679E-05,-7.99809265019841,-7.99807933291562,-7.99806601688595,5.548877,9.231385,14.780262,9.2945,False,GGA-PBE+HSE06
48,Vol_11.25/1-GGA-PBE,isotropic,-0.0142666717954061,0,0,0,0,0,0,none,0,11.25,2,2.51510337557886,2.51510337554056,2.51510337556523,60.000000000746,59.9999999998208,59.9999999994962,1.54017998011,-18.1809247,-9.09046235,0.000278843367675354,-0.00476693722899807,-0.00476693722899785,-0.00476693722899796,-4.65964764827279E-17,1.01884396462582E-17,-1.96649284495932E-17,0.995221646439628,0,0,-9.36403999037304E-17,0.995221646439628,0,-3.95186911778775E-17,2.04747147184891E-17,0.995221646439628,0.985733328204593,-0.0143008116869939,1.49876969780368E-32,-0.00476693722899808,-0.00476693722899796,-0.00476693722899784,-5.951482,-5.951465,-5.951504,0,-0.000005,0.000001,-5.95148366666667,3.49999999993532E-05,-5.9515046742348,-5.9514819574772,-5.951464368288,5.538285,9.167242,14.705527,9.2176,False,GGA-PBE+HSE06
50,Vol_11.3/1-GGA-PBE,isotropic,-0.00988563478116344,0,0,0,0,0,0,none,0,11.3,2,2.51882394812631,2.51882394808795,2.51882394811267,60.000000000746,59.9999999998208,59.9999999994962,1.54245835618303,-18.18257481,-9.091287405,0.000134259507923922,-0.00330066479577357,-0.00330066479577368,-0.00330066479577346,2.81316191532108E-17,1.00704881798075E-17,-2.36197282274496E-17,0.996693869956294,0,0,5.64498689140014E-17,0.996693869956293,0,-4.73961543046018E-17,2.02077859277876E-17,0.996693869956294,0.990114365218837,-0.0099019943873207,1.37766459339778E-32,-0.00330066479577368,-0.00330066479577356,-0.00330066479577345,-3.949226,-3.949231,-3.949232,0.000004,0.000002,0.000003,-3.94922966666667,1.08627804910063E-05,-3.94923356776436,-3.949233,-3.94922243223564,5.527754,9.103599,14.631353,9.2589,False,GGA-PBE+HSE06
52,Vol_11.35/1-GGA-PBE,isotropic,-0.0055045977669209,0,0,0,0,0,0,none,0,11.3499999999999,2,2.52253356165751,2.52253356161909,2.52253356164384,60.000000000746,59.9999999998208,59.9999999994962,1.54473002125659,-18.18373718,-9.09186859,3.24117880387578E-05,-0.00183655342039341,-0.00183655342039341,-0.00183655342039329,1.70083770922559E-18,2.64096385994822E-18,-1.30567079956066E-17,0.998161757010963,0,0,3.40794004033738E-18,0.998161757010963,0,-2.61615071984032E-17,5.2916550677251E-18,0.998161757010963,0.994495402233075,-0.00550966026118011,4.28900354736032E-33,-0.00183655342039341,-0.0018365534203934,-0.00183655342039329,-1.969979,-1.96999,-1.970018,0.000008,0.000005,0.000006,-1.96999566666667,3.98497176904489E-05,-1.97001941303246,-1.96999410929286,-1.96997347767468,5.517245,9.040423,14.557668,9.1828,False,GGA-PBE+HSE06
54,Vol_11.40/1-GGA-PBE,isotropic,-0.0011235607526782,0,0,0,0,0,0,none,0,11.4000000000001,2,2.52623229651762,2.52623229647914,2.52623229650393,60.000000000746,59.9999999998208,59.9999999994962,1.54699502453184,-18.18412297,-9.092061485,-1.39141735567203E-06,-0.000374590418643683,-0.000374590418643461,-0.000374590418643683,-4.28160446608599E-17,2.25975798021798E-17,-9.03615525707842E-18,0.999625339396072,0,0,-8.56641843167509E-17,0.999625339396073,0,-1.80790840346997E-17,4.52120987965997E-17,0.999625339396072,0.99887643924733,-0.00112377125593083,1.88601190770404E-32,-0.000374590418643694,-0.000374590418643683,-0.000374590418643451,-0.050301,-0.050317,-0.050317,0.000007,0.000006,0.000005,-0.0503116666666667,2.42074368738218E-05,-0.0503231235732684,-0.0503157813735124,-0.0502960950532191,5.506806,8.977779,14.484585,9.1074,False,GGA-PBE+HSE06
56,Vol_11.45/1-GGA-PBE,isotropic,0.00325747626156435,0,0,0,0,0,0,none,0,11.45,2,2.52992023211343,2.5299202320749,2.52992023209972,60.000000000746,59.9999999998208,59.9999999994962,1.54925341463531,-18.1840426,-9.0920213,5.6506615409483E-06,0.00108523676395222,0.00108523676395245,0.00108523676395222,-2.95297929067328E-17,3.08884629747812E-18,-2.33473002282026E-17,1.00108464853273,0,0,-5.89955963264724E-17,1.00108464853273,0,-4.66440081014571E-17,6.17099922969626E-18,1.00108464853273,1.00325747626156,0.00325571029185689,1.78612560972432E-32,0.0010852367639522,0.00108523676395224,0.00108523676395245,1.842102,1.842097,1.842095,0.000005,0.000002,0.000004,1.842098,1.31909059582064E-05,1.84209313315178,1.84209409029071,1.84210677655751,5.496444,8.915597,14.412041,9.032,False,GGA-PBE+HSE06
58,Vol_11.5/1-GGA-PBE,isotropic,0.00763851327580705,0,0,0,0,0,0,none,0,11.5000000000002,2,2.53359744692845,2.53359744688986,2.53359744691472,60.000000000746,59.9999999998208,59.9999999994962,1.55150523962813,-18.18330006,-9.09165003,7.07125660321468E-05,0.00254294055406989,0.00254294055407012,0.00254294055407012,-3.43638720478998E-17,1.09698458620529E-17,-4.50510120477653E-17,1.00253971547672,0,0,-6.8553637362006E-17,1.00253971547672,0,-8.98737702901735E-17,2.18841123053896E-17,1.00253971547672,1.00763851327582,0.00762882166221013,1.976544044551E-32,0.00254294055406988,0.00254294055407011,0.00254294055407014,3.689735,3.689728,3.689727,0.000006,0.000002,0.000004,3.68973,1.50000000000871E-05,3.68972449212844,3.68972552569166,3.68973998217991,5.486121,8.853903,14.340024,8.9577,False,GGA-PBE+HSE06
