id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,functional
816,shear_xy_xz_g1_-0.025_g2_-0.050/1-GGA-PBE,shear,0.0559016994374948,-0.025,-0.05,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52579442363948,2.46000203062988,2.49092141210226,61.2612840859092,62.0560436377884,61.6108634078621,1.51172831062011,-18.1210249,-9.06051245,0.00552730818658999,0.0364948009535313,-0.0257616308368407,-0.0133103444787663,-0.00731513073536874,-0.0175874419807801,-0.0135407739144059,1.03547641040715,-0.0374268582074875,-0.0374268582074875,0.0249512388049916,0.973098313394674,-0.0249512388049916,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,-0.00257717436207572,0.00163142353509929,-0.0406941768701245,-0.00194854567702338,0.0400655481850721,-2.74102,-2.757449,-4.306525,-14.069514,-0.721172,-28.251572,-3.26833133333333,54.7018578962206,-35.2325585805581,-2.48974421286923,27.9173087934274,4.967988,9.116043,14.084031,9.2523,False,GGA-PBE+HSE06
818,shear_xy_xz_g1_-0.025_g2_-0.075/1-GGA-PBE,shear,0.0790569415042095,-0.025,-0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52854776261247,2.42950747905842,2.49092141210226,61.7031826500108,62.884393396135,61.9723312565449,1.50134957770365,-18.058505,-9.0292525,0.0110053481071248,0.0498799337884613,-0.0372790707180595,-0.0123764980019107,-0.00824897721222429,-0.0228792386829617,-0.0207002635702987,1.04795202980965,-0.0499024776099833,-0.0499024776099833,0.0374268582074875,0.960622693992178,-0.0374268582074875,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,0.000224365068491106,0.00303545501525957,-0.0539806364771143,-0.00194854567702338,0.0561535472226287,-3.343871,-2.872937,-6.999722,-13.967169,-1.088528,-42.352632,-4.40551,77.3650121897987,-49.9333880581884,-2.63024116893444,39.3470992271228,4.523945,9.16277,13.686715,9.2869,False,GGA-PBE+HSE06
820,shear_xy_xz_g1_-0.025_g2_-0.1/1-GGA-PBE,shear,0.103077640640442,-0.025,-0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53208337062601,2.39945395487442,2.49092141210226,62.1599812380233,63.7136189354908,62.3125471297522,1.49117583636559,-17.97099829,-8.985499145,0.0186727508172167,0.0635763487823431,-0.0484852284403265,-0.0111313693661033,-0.00949410584803173,-0.0278597532261915,-0.0281710353851433,1.06042764921214,-0.0623780970124791,-0.0623780970124791,0.0499024776099833,0.948147074589682,-0.0499024776099833,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,0.00395975097591333,0.00491563630173508,-0.0671002888318668,-0.00194854567702336,0.0730085854848035,-4.179711,-3.047032,-10.772539,-13.82484,-1.462371,-56.421612,-5.99976066666667,100.906912511077,-65.7883723604506,-2.80863374358146,50.5977241040321,4.053192,9.221446,13.274638,9.2767,False,GGA-PBE+HSE06
822,shear_xy_xz_g1_-0.025_g2_0.000/1-GGA-PBE,shear,0.025,-0.025,0,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.52225,2.49092141210226,60.4204602077826,60.4046954234245,60.8286013769514,1.53305947795656,-18.17108314,-9.08554157,0.00114116814043299,0.0106583817605269,-0.00179290459754738,-0.0142441909556219,-0.00638128425851313,-0.00607000209956127,-0.00015564107947593,1.01052517160216,-0.0124756194024958,-0.0124756194024958,-2.68228559401088E-17,0.998049552199666,2.68228559401088E-17,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,-0.00537871379264238,0.000232624470393016,-0.0169665201306454,-0.00194854567702335,0.0135363520150264,-2.247064,-2.665173,-2.148001,-14.155065,0.000004,0.000004,-2.35341266666667,24.5219012967691,-16.6127271665648,-2.14800099999779,11.7004901665626,5.33735,9.076126,14.413476,9.2316,False,GGA-PBE+HSE06
824,shear_xy_xz_g1_-0.025_g2_0.025/1-GGA-PBE,shear,0.0353553390593274,-0.025,0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52225,2.55397273564041,2.49092141210226,60.0206742947225,59.5830731338947,60.4100377083373,1.52230064877001,-18.15858372,-9.07929186,0.00223637657396437,-0.00179290459754738,0.0106583817605269,-0.0142441909556219,-0.00638128425851319,0.000155641079475957,0.0060700020995613,0.998049552199666,-2.68228559401088E-17,2.68228559401088E-17,-0.0124756194024959,1.01052517160216,0.0124756194024959,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,-0.00537871379264232,0.000232624470393016,-0.0169665201306454,-0.00194854567702335,0.0135363520150264,-2.368061,-2.686022,-2.686022,-14.12654,0.374506,14.126552,-2.580035,34.6103694688534,-22.6952474656827,-2.31151600000014,17.2666584656828,5.335134,9.084499,14.419633,9.1909,False,GGA-PBE+HSE06
826,shear_xy_xz_g1_-0.025_g2_0.050/1-GGA-PBE,shear,0.0559016994374948,-0.025,0.05,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.58607511432927,2.49092141210226,59.6340704503475,58.7650739955803,59.9746747981332,1.51172829344292,-18.12102488,-9.06051244,0.00552730993900463,-0.01393290879667,0.0234209502775531,-0.01393290879667,-0.00669256641746499,0.00669256641746499,0.0119843631196466,0.98557393279717,0.0124756194024958,0.0124756194024958,-0.0249512388049916,1.02300079100466,0.0249512388049916,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,-0.00444486731578692,0.000698309445800212,-0.0276706121215845,-0.00194854567702339,0.025174290482821,-2.741005,-2.757439,-4.306512,-14.069504,0.721174,28.251584,-3.26831866666667,54.7018688388378,-35.2325520849739,-2.48973185373935,27.9173279387133,4.967989,9.116042,14.084031,9.2523,False,GGA-PBE+HSE06
828,shear_xy_xz_g1_-0.025_g2_0.075/1-GGA-PBE,shear,0.0790569415042095,-0.025,0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.5238259139307,2.61854317325031,2.49092141210226,59.2602281168547,57.951389037572,59.5236252922082,1.50134955286018,-18.05850496,-9.02925248,0.0110053516119544,-0.0257616308368407,0.0364948009535314,-0.0133103444787663,-0.00731513073536874,0.0135407739144059,0.0175874419807801,0.973098313394674,0.0249512388049916,0.0249512388049916,-0.0374268582074875,1.03547641040715,0.0374268582074875,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,-0.00257717436207561,0.00163142353509929,-0.0406941768701245,-0.00194854567702339,0.0400655481850722,-3.343863,-2.872929,-6.999718,-13.967158,1.08853,42.352648,-4.40550333333333,77.365032794805,-49.9333944117899,-2.63023212674377,39.3471165385336,4.523946,9.162769,13.686715,9.2869,False,GGA-PBE+HSE06
830,shear_xy_xz_g1_-0.025_g2_0.1/1-GGA-PBE,shear,0.103077640640442,-0.025,0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52579442363948,2.65136347829989,2.49092141210226,58.8987328450515,57.14270588615,59.057994000591,1.49117504490606,-17.97099915,-8.985499575,0.01867267546338,-0.0372790707180595,0.0498799337884613,-0.0123764980019107,-0.00824897721222429,0.0207002635702987,0.0228792386829618,0.960622693992178,0.0374268582074875,0.0374268582074875,-0.0499024776099833,1.04795202980965,0.0499024776099833,0.0124756194024958,-0.0124756194024958,0.98557393279717,0.994160061918878,0.000224365068491161,0.00303545501525957,-0.0539806364771142,-0.00194854567702333,0.0561535472226287,-4.179338,-3.046248,-10.772219,-13.825107,1.462612,56.420883,-5.99926833333333,100.905831685446,-65.7874248590712,-2.80777191475315,50.5973917738243,4.053215,9.221428,13.274643,9.2767,False,GGA-PBE+HSE06
832,shear_xy_xz_g1_-0.050_g2_-0.025/1-GGA-PBE,shear,0.0559016994374948,-0.05,-0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52579442363948,2.49092141210226,2.46000203062988,61.2612840859092,61.6108634078621,62.0560436377884,1.5117283134463,-18.1210249,-9.06051245,0.00552730818658999,0.0364948009535313,-0.0133103444787663,-0.0257616308368407,-0.0135407739144059,-0.0175874419807801,-0.00731513073536871,1.03547641040715,-0.0374268582074875,-0.0374268582074875,0.0124756194024958,0.98557393279717,-0.0124756194024958,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,-0.00257717436207572,0.00163142353509929,-0.0406941768701245,-0.00194854567702339,0.0400655481850721,-2.74102,-4.306525,-2.757449,-28.251572,-0.721172,-14.069514,-3.26833133333333,54.7018578962206,-35.2325585805581,-2.48974421286923,27.9173087934274,4.967988,9.116043,14.084031,9.2523,False,GGA-PBE+HSE06
834,shear_xy_xz_g1_-0.050_g2_-0.075/1-GGA-PBE,shear,0.0901387818865997,-0.05,-0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53208337062601,2.42950747905842,2.46000203062988,62.115559381824,63.2550252976859,62.7879803655775,1.49195507388275,-18.02138022,-9.01069011,0.014258248813637,0.0632650666233913,-0.0363452242412039,-0.0238939378831296,-0.0154084668681171,-0.0281710353851434,-0.0216341100471543,1.06042764921214,-0.0623780970124791,-0.0623780970124791,0.0374268582074875,0.960622693992178,-0.0374268582074875,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,0.00302590449905776,0.00444471891087387,-0.0641322932489088,-0.0019485456770234,0.06910674342499,-3.792378,-4.5248,-7.098973,-27.962618,-2.18864,-42.135531,-5.138717,87.7231529238631,-56.6823111723047,-3.29515869466316,44.5613188669679,4.540438,9.165706,13.706144,9.2551,False,GGA-PBE+HSE06
836,shear_xy_xz_g1_-0.050_g2_-0.1/1-GGA-PBE,shear,0.11180339887499,-0.05,-0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53639797635409,2.39945395487442,2.46000203062988,62.564543942094,64.0780084614629,63.1216327341621,1.48227501039362,-17.9342867,-8.96714335,0.0218894475100506,0.0771171226967491,-0.047395740883995,-0.0224931681678462,-0.0168092365834005,-0.0329959088488972,-0.0292605229414749,1.07290326861464,-0.074853716414975,-0.0748537164149749,0.0499024776099833,0.948147074589682,-0.0499024776099833,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,0.00722821364490783,0.0065684255332716,-0.0763695213471928,-0.00194854567702342,0.085546280669124,-4.686075,-4.71567,-10.894983,-27.635453,-2.932877,-56.174534,-6.765576,108.729308662259,-71.064982041239,-3.59650975261491,54.3647637938539,4.076071,9.218666,13.294737,9.2602,False,GGA-PBE+HSE06
838,shear_xy_xz_g1_-0.050_g2_0.000/1-GGA-PBE,shear,0.05,-0.05,0,0,0,0,0,xy+xz,2,11.3461728205782,2,2.5238259139307,2.52225,2.46000203062988,60.8551360835793,60.7910412653524,61.6599596122888,1.52180195880253,-18.13349434,-9.06674717,0.00443472662285241,0.0235765913570291,-0.0013259813591196,-0.0262285540752685,-0.0130738506759781,-0.0118287220401707,-0.00062256431790372,1.02300079100466,-0.0249512388049916,-0.0249512388049916,-2.68228559401088E-17,0.998049552199666,2.68228559401088E-17,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,-0.00397794407735908,0.000931369950814399,-0.0315282906155839,-0.00194854567702338,0.0294988922152482,-2.603635,-4.276206,-2.213873,-28.300212,0.000004,0.000004,-3.031238,49.0541263353014,-31.7524861322862,-2.21387299999892,24.8726451322852,4.962515,9.115203,14.077718,9.1548,False,GGA-PBE+HSE06
840,shear_xy_xz_g1_-0.050_g2_0.025/1-GGA-PBE,shear,0.0559016994374948,-0.05,0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.55397273564041,2.46000203062988,60.4624123652216,59.9736419185106,61.2452784980617,1.51172828734327,-18.1210249,-9.06051245,0.00552730818658999,0.0109696639194787,0.0109696639194787,-0.0263841951547445,-0.0129182095965022,-0.00575871994060938,0.00575871994060941,1.01052517160216,-0.0124756194024958,-0.0124756194024958,-0.0124756194024959,1.01052517160216,0.0124756194024959,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,-0.00444486731578703,0.000698309445800216,-0.0276706121215846,-0.00194854567702349,0.025174290482821,-2.74101,-4.306519,-2.757443,-28.251566,0.721171,14.069516,-3.268324,54.7018501613678,-35.2325457292212,-2.48973906282248,27.9173127920437,4.967988,9.116043,14.084031,9.2523,False,GGA-PBE+HSE06
842,shear_xy_xz_g1_-0.050_g2_0.075/1-GGA-PBE,shear,0.0901387818865997,-0.05,0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.61854317325031,2.46000203062988,59.7155539065198,58.3488868939282,60.3645783436026,1.49195504360938,-18.02138019,-9.010690095,0.0142582514422594,-0.0133103444787663,0.0364948009535314,-0.0257616308368407,-0.0135407739144059,0.00731513073536874,0.0175874419807801,0.98557393279717,0.0124756194024958,0.0124756194024958,-0.0374268582074875,1.03547641040715,0.0374268582074875,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,-0.00257717436207561,0.00163142353509929,-0.0406941768701244,-0.00194854567702341,0.0400655481850723,-3.792373,-4.524791,-7.098973,-27.962614,2.188647,42.135549,-5.13871233333333,87.7231757697642,-56.6823235819818,-3.2951458202308,44.5613324022126,4.540439,9.165705,13.706144,9.2551,False,GGA-PBE+HSE06
844,shear_xy_xz_g1_-0.050_g2_0.1/1-GGA-PBE,shear,0.11180339887499,-0.05,0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.5238259139307,2.65136347829989,2.46000203062988,59.3605910480994,57.5429202046529,59.900778143122,1.48227418516705,-17.93428698,-8.96714349,0.0218894229762435,-0.0249834254394611,0.0497242927089854,-0.0249834254394611,-0.0143189793117856,0.0143189793117856,0.0230348797624377,0.973098313394674,0.0249512388049916,0.0249512388049916,-0.0499024776099833,1.04795202980965,0.0499024776099833,0.0249512388049916,-0.0249512388049916,0.973098313394674,0.994160061918878,-0.000242558169936791,0.00280108640638188,-0.0520475752287926,-0.00194854567702341,0.0537535627358792,-4.686104,-4.715396,-10.895174,-27.635815,2.933251,56.174251,-6.765558,108.729194124073,-71.0651067900712,-3.59603959650246,54.3644723865737,4.076097,9.218647,13.294744,9.2602,False,GGA-PBE+HSE06
846,shear_xy_xz_g1_-0.075_g2_-0.025/1-GGA-PBE,shear,0.0790569415042095,-0.075,-0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52854776261247,2.49092141210226,2.42950747905842,61.7031826500108,61.9723312565449,62.884393396135,1.50134958267617,-18.058505,-9.0292525,0.0110053481071248,0.0498799337884613,-0.0123764980019107,-0.0372790707180595,-0.0207002635702987,-0.0228792386829617,-0.00824897721222432,1.04795202980965,-0.0499024776099833,-0.0499024776099833,0.0124756194024958,0.98557393279717,-0.0124756194024958,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,0.000224365068491106,0.00303545501525957,-0.0539806364771142,-0.00194854567702337,0.0561535472226287,-3.343871,-6.999722,-2.872936,-42.352632,-1.088528,-13.967168,-4.40550966666667,77.3650116779052,-49.9333877034754,-2.63024025212013,39.3470989555955,4.523945,9.16277,13.686715,9.2869,False,GGA-PBE+HSE06
848,shear_xy_xz_g1_-0.075_g2_-0.050/1-GGA-PBE,shear,0.0901387818865997,-0.075,-0.05,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53208337062601,2.46000203062988,2.42950747905842,62.115559381824,62.7879803655775,63.2550252976859,1.49195507221463,-18.02138022,-9.01069011,0.014258248813637,0.0632650666233913,-0.0238939378831296,-0.036345224241204,-0.0216341100471543,-0.0281710353851434,-0.0154084668681171,1.06042764921214,-0.0623780970124791,-0.0623780970124791,0.0249512388049916,0.973098313394674,-0.0249512388049916,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,0.00302590449905771,0.00444471891087387,-0.0641322932489088,-0.00194854567702343,0.0691067434249901,-3.792378,-7.098973,-4.5248,-42.135532,-2.188641,-27.962618,-5.138717,87.7231544396832,-56.6823124869355,-3.29515776585167,44.5613192527871,4.540438,9.165706,13.706144,9.2551,False,GGA-PBE+HSE06
850,shear_xy_xz_g1_-0.075_g2_-0.075/1-GGA-PBE,shear,0.106066017177982,-0.075,-0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53639797635409,2.42950747905842,2.42950747905842,62.5420170163169,63.6041882440353,63.6041882440353,1.48262222890752,-17.95958603,-8.979793015,0.0196727014867399,0.076961481617273,-0.0351000956053965,-0.0351000956053965,-0.0228792386829617,-0.0331515499283731,-0.0228792386829617,1.07290326861464,-0.0748537164149749,-0.0748537164149749,0.0374268582074875,0.960622693992178,-0.0374268582074875,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,0.00676129040647999,0.00633187675128805,-0.0751349064622066,-0.00194854567702338,0.08384474254571,-4.512399,-7.259936,-7.259936,-41.874788,-3.272614,-41.874787,-6.34409033333333,102.765100767558,-66.8188168058793,-3.987322,51.7738678058793,4.553321,9.18533,13.738651,9.325,False,GGA-PBE+HSE06
852,shear_xy_xz_g1_-0.075_g2_-0.1/1-GGA-PBE,shear,0.125,-0.075,-0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.54148761235807,2.39945395487442,2.42950747905842,62.9829813306399,64.420288556693,63.9307998524108,1.4733718786677,-17.87313336,-8.93656668,0.027247748431742,0.0909691787701069,-0.0459949711687117,-0.0335436848106372,-0.024435649477721,-0.037820782312651,-0.0306612926567582,1.08537888801714,-0.0873293358174707,-0.0873293358174707,0.0499024776099833,0.948147074589682,-0.0499024776099833,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,0.0114305227907581,0.00870390509044085,-0.0864717933056258,-0.00194854567702338,0.0998508617734072,-5.531547,-7.498311,-11.102057,-41.405029,-4.427186,-55.760595,-8.04397166666667,120.638318684954,-79.379866307718,-4.54112831817049,59.7890796258885,4.102108,9.22611,13.328218,9.3529,False,GGA-PBE+HSE06
854,shear_xy_xz_g1_-0.075_g2_0.000/1-GGA-PBE,shear,0.075,-0.075,0,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52579442363948,2.52225,2.42950747905842,61.3044617989364,61.1579184404818,62.4933876229438,1.51079903027057,-18.07087115,-9.035435575,0.00992181688965141,0.0368060831124832,-0.000547775961739994,-0.0379016350359632,-0.020077699252395,-0.0172761598218282,-0.00140076971528337,1.03547641040715,-0.0374268582074875,-0.0374268582074875,-2.68228559401088E-17,0.998049552199666,2.68228559401088E-17,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,-0.00164332788521998,0.00209885264899116,-0.0456445638568428,-0.0019485456770234,0.0459497816486462,-3.200017,-6.969076,-2.329537,-42.408243,-0.000001,-0.000002,-4.16621,73.5773175285384,-47.5346410320906,-2.32953699999992,37.3655480320905,4.516186,9.164054,13.68024,9.3409,False,GGA-PBE+HSE06
856,shear_xy_xz_g1_-0.075_g2_0.025/1-GGA-PBE,shear,0.0790569415042095,-0.075,0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.5238259139307,2.55397273564041,2.42950747905842,60.9189742486622,60.3454283124172,62.0831116543729,1.50134954957844,-18.05850501,-9.029252505,0.0110053472309173,0.0240435145954568,0.0115922282373825,-0.0382129171949151,-0.0197664170934432,-0.0113617988017429,0.00513615562270569,1.02300079100466,-0.0249512388049916,-0.0249512388049916,-0.0124756194024959,1.01052517160216,0.0124756194024959,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,-0.00257717436207577,0.00163142353509928,-0.0406941768701244,-0.0019485456770235,0.0400655481850721,-3.343866,-6.999719,-2.872935,-42.352623,1.08853,13.967173,-4.40550666666667,77.3649996712492,-49.9333774225974,-2.63023798530006,39.3470954078975,4.523945,9.16277,13.686715,9.2869,False,GGA-PBE+HSE06
858,shear_xy_xz_g1_-0.075_g2_0.050/1-GGA-PBE,shear,0.0901387818865997,-0.075,0.05,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.58607511432927,2.42950747905842,60.5463013317312,59.5355537242477,61.6546737971284,1.49195504104272,-18.02138022,-9.01069011,0.014258248813637,0.0115922282373825,0.0240435145954568,-0.0382129171949151,-0.0197664170934431,-0.00513615562270569,0.0113617988017429,1.01052517160216,-0.0124756194024958,-0.0124756194024958,-0.0249512388049916,1.02300079100466,0.0249512388049916,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,-0.00257717436207577,0.00163142353509928,-0.0406941768701244,-0.00194854567702344,0.0400655481850721,-3.79237,-7.098975,-4.524798,-42.135527,2.188647,27.96263,-5.13871433333333,87.723159431475,-56.6823143437218,-3.29515162963713,44.561322973359,4.540438,9.165706,13.706144,9.2551,False,GGA-PBE+HSE06
860,shear_xy_xz_g1_-0.075_g2_0.075/1-GGA-PBE,shear,0.106066017177982,-0.075,0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52225,2.61854317325031,2.42950747905842,60.186029563899,58.7289914918416,61.2091831753965,1.48262219465405,-17.959586,-8.979793,0.019672704115362,-0.000547775961739994,0.0368060831124832,-0.0379016350359632,-0.020077699252395,0.0014007697152834,0.0172761598218283,0.998049552199666,-2.68228559401088E-17,2.68228559401088E-17,-0.0374268582074875,1.03547641040715,0.0374268582074875,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,-0.00164332788521998,0.00209885264899116,-0.0456445638568428,-0.00194854567702338,0.0459497816486461,-4.512394,-7.259938,-7.259943,-41.874787,3.272622,41.874806,-6.34409166666667,102.765123789802,-66.8188337115725,-3.9873184999992,51.7738772115717,4.553322,9.185329,13.738651,9.325,False,GGA-PBE+HSE06
862,shear_xy_xz_g1_-0.075_g2_0.1/1-GGA-PBE,shear,0.125,-0.075,0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52264407077813,2.65136347829989,2.42950747905842,59.8377517315173,57.9264398445545,60.7477460717534,1.47337140383529,-17.87313311,-8.936566555,0.027247770336927,-0.0123764980019107,0.0498799337884613,-0.0372790707180595,-0.0207002635702987,0.00824897721222429,0.0228792386829618,0.98557393279717,0.0124756194024958,0.0124756194024959,-0.0499024776099833,1.04795202980965,0.0499024776099833,0.0374268582074875,-0.0374268582074875,0.960622693992178,0.994160061918878,0.000224365068491106,0.00303545501525957,-0.0539806364771143,-0.00194854567702335,0.0561535472226287,-5.531987,-7.498606,-11.102736,-41.405251,4.427535,55.760739,-8.044443,120.638795439156,-79.3807854486094,-4.54122692170117,59.7886833703106,4.102128,9.226097,13.328225,9.3529,False,GGA-PBE+HSE06
864,shear_xy_xz_g1_-0.1_g2_-0.025/1-GGA-PBE,shear,0.103077640640442,-0.1,-0.025,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53208337062601,2.49092141210226,2.39945395487442,62.1599812380233,62.3125471297522,63.7136189354908,1.4911758359638,-17.97099829,-8.985499145,0.0186727508172167,0.0635763487823431,-0.0111313693661033,-0.0484852284403265,-0.0281710353851434,-0.0278597532261915,-0.0094941058480317,1.06042764921214,-0.0623780970124791,-0.0623780970124791,0.0124756194024958,0.98557393279717,-0.0124756194024958,0.0499024776099833,-0.0499024776099833,0.948147074589682,0.994160061918878,0.00395975097591328,0.00491563630173508,-0.0671002888318668,-0.0019485456770234,0.0730085854848034,-4.179711,-10.772539,-3.047032,-56.421612,-1.462371,-13.82484,-5.99976066666667,100.906912511077,-65.7883723604506,-2.80863374358146,50.5977241040321,4.053192,9.221446,13.274638,9.2767,False,GGA-PBE+HSE06
866,shear_xy_xz_g1_-0.1_g2_-0.050/1-GGA-PBE,shear,0.11180339887499,-0.1,-0.05,0,0,0,0,xy+xz,2,11.3461728205782,2,2.53639797635409,2.46000203062988,2.39945395487442,62.564543942094,63.1216327341621,64.0780084614629,1.48227500953816,-17.9342867,-8.96714335,0.0218894475100506,0.0771171226967491,-0.0224931681678462,-0.047395740883995,-0.0292605229414749,-0.0329959088488972,-0.0168092365834005,1.07290326861464,-0.074853716414975,-0.0748537164149749,0.0249512388049916,0.973098313394674,-0.0249512388049916,0.0499024776099833,-0.0499024776099833,0.948147074589682,0.994160061918878,0.00722821364490789,0.0065684255332716,-0.0763695213471928,-0.0019485456770234,0.0855462806691241,-4.686075,-10.894983,-4.71567,-56.174534,-2.932877,-27.635453,-6.765576,108.729308662259,-71.064982041239,-3.59650975261491,54.3647637938539,4.076071,9.218666,13.294737,9.2602,False,GGA-PBE+HSE06
868,shear_xy_xz_g1_-0.1_g2_-0.075/1-GGA-PBE,shear,0.125,-0.1,-0.075,0,0,0,0,xy+xz,2,11.3461728205782,2,2.54148761235807,2.42950747905842,2.39945395487442,62.9829813306399,63.9307998524108,64.420288556693,1.47337187948069,-17.87313336,-8.93656668,0.027247748431742,0.0909691787701069,-0.0335436848106372,-0.0459949711687117,-0.0306612926567582,-0.0378207823126511,-0.024435649477721,1.08537888801714,-0.0873293358174707,-0.0873293358174707,0.0374268582074875,0.960622693992178,-0.0374268582074875,0.0499024776099833,-0.0499024776099833,0.948147074589682,0.994160061918878,0.0114305227907581,0.00870390509044085,-0.0864717933056258,-0.00194854567702337,0.0998508617734072,-5.531547,-11.102057,-7.498311,-55.760595,-4.427186,-41.405029,-8.04397166666667,120.638318684954,-79.379866307718,-4.54112831817049,59.7890796258885,4.102108,9.22611,13.328218,9.3529,False,GGA-PBE+HSE06
870,shear_xy_xz_g1_-0.1_g2_-0.1/1-GGA-PBE,shear,0.14142135623731,-0.1,-0.1,0,0,0,0,xy+xz,2,11.3461728205782,2,2.54734763307838,2.39945395487442,2.39945395487442,63.41571574124,64.7393914797458,64.7393914797458,1.46449294191384,-17.78763124,-8.89381562,0.0347395074820664,0.105132517002416,-0.0442829192944764,-0.0442829192944764,-0.0323733445309935,-0.042334373617453,-0.0323733445309935,1.09785450741963,-0.0998049552199666,-0.0998049552199666,0.0499024776099833,0.948147074589682,-0.0499024776099833,0.0499024776099833,-0.0499024776099833,0.948147074589682,0.994160061918878,0.0165666784134636,0.0113299235964239,-0.0969876903111043,-0.00194854567702338,0.115502914401591,-6.699391,-11.392412,-11.392412,-55.145682,-5.958328,-55.145682,-9.82807166666667,135.553704941045,-90.1944667729418,-5.434084,66.1443357729418,4.122706,9.252337,13.375043,9.4034,False,GGA-PBE+HSE06
872,shear_xy_xz_g1_-0.1_g2_0.000/1-GGA-PBE,shear,0.1,-0.1,0,0,0,0,0,xy+xz,2,11.3461728205782,2,2.52854776261247,2.52225,2.39945395487442,61.7688717989115,61.5042133667844,63.3282026216523,1.50005567489662,-17.98327251,-8.991636255,0.0175972745743977,0.0503468570268891,0.000541711594591487,-0.0492634338377062,-0.0273928299877637,-0.0224123154445339,-0.00249025727161488,1.04795202980965,-0.0499024776099833,-0.0499024776099833,-2.68228559401088E-17,0.998049552199666,2.68228559401088E-17,0.0499024776099833,-0.0499024776099833,0.948147074589682,0.994160061918878,0.00162513478377441,0.00373943291113497,-0.0593260215515194,-0.00194854567702341,0.0628997020123172,-4.008472,-10.729919,-2.491077,-56.501814,0.000025,0.000001,-5.743156,98.1582619207577,-63.9708690418195,-2.49107699999941,49.2324780418189,4.044324,9.223657,13.267981,9.3953,False,GGA-PBE+HSE06
